peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_group	Space_code
3.11056	0.0	1.0	2.0	2.248575	1.0	0.0	4.0	2.1535	1.0	1.0	0.0	1.770581	2.0	0.0	2.0	1.367665	3.0	-1.0	-2.0	1.41575	1.0	1.0	6.0	R3m	7
0.771443	4.0	2.0	0.0	2.439518	1.0	1.0	0.0	1.408457	2.0	1.0	1.0	0.922051	3.0	2.0	1.0	0.813173	4.0	1.0	1.0	1.725	2.0	0.0	0.0	Im3m	8
3.034553	1.0	1.0	1.0	2.628	2.0	0.0	0.0	1.584744	3.0	1.0	1.0	1.858277	2.0	2.0	0.0	0.792372	6.0	2.0	2.0	0.888426	5.0	3.0	1.0	Fm3m	4
3.031089	1.0	1.0	1.0	2.625	2.0	0.0	0.0	1.582935	3.0	1.0	1.0	1.856155	2.0	2.0	0.0	0.791467	6.0	2.0	2.0	0.887412	5.0	3.0	1.0	Fm3m	4
2.771129	1.0	1.0	0.0	1.880797	1.0	0.0	-1.0	0.774775	4.0	3.0	0.0	2.048953	2.0	1.0	1.0	1.556213	2.0	0.0	0.0	1.198994	2.0	1.0	-1.0	R3m	7
2.762714	0.0	1.0	2.0	0.772505	1.0	3.0	7.0	1.87985	1.0	1.0	0.0	2.036622	1.0	0.0	4.0	1.554183	2.0	0.0	2.0	1.19782	1.0	2.0	2.0	R3m	7
2.763799	0.0	1.0	2.0	1.87975	1.0	1.0	0.0	2.038489	1.0	0.0	4.0	0.772794	1.0	3.0	7.0	1.554319	2.0	0.0	2.0	1.197857	1.0	2.0	2.0	R3m	7
2.770558	0.0	1.0	2.0	1.8799	1.0	1.0	0.0	2.04919	1.0	0.0	4.0	0.774606	1.0	3.0	7.0	1.555603	2.0	0.0	2.0	3.515833	0.0	0.0	3.0	R3m	7
0.771517	5.0	4.0	1.0	3.535534	1.0	1.0	0.0	2.041241	2.0	1.0	1.0	1.336306	3.0	2.0	1.0	2.5	2.0	0.0	0.0	1.581139	3.0	1.0	0.0	Im3m	8
3.553212	1.0	1.0	0.0	0.775374	5.0	4.0	1.0	2.051448	2.0	1.0	1.0	1.342988	3.0	2.0	1.0	2.5125	2.0	0.0	0.0	1.589045	3.0	1.0	0.0	Im3m	8
3.544726	1.0	1.0	0.0	0.773523	5.0	4.0	1.0	2.046549	2.0	1.0	1.0	1.339781	3.0	2.0	1.0	2.5065	2.0	0.0	0.0	1.58525	3.0	1.0	0.0	Im3m	8
1.732847	1.0	0.0	1.0	1.979561	1.0	0.0	0.0	1.79215	0.0	0.0	2.0	0.963626	1.0	1.0	2.0	1.022898	1.0	0.0	3.0	0.954072	2.0	0.0	1.0	P6_3mmc	0
1.733199	1.0	0.0	1.0	0.963788	1.0	1.0	2.0	1.980254	1.0	0.0	0.0	1.79165	0.0	0.0	2.0	1.022784	1.0	0.0	3.0	0.954364	2.0	0.0	1.0	P6_3mmc	0
1.732836	1.0	0.0	1.0	0.963618	1.0	1.0	2.0	1.979561	1.0	0.0	0.0	1.7921	0.0	0.0	2.0	1.022877	1.0	0.0	3.0	0.95407	2.0	0.0	1.0	P6_3mmc	0
1.732847	1.0	0.0	1.0	0.963626	1.0	1.0	2.0	1.979561	1.0	0.0	0.0	1.79215	0.0	0.0	2.0	1.022898	1.0	0.0	3.0	0.954072	2.0	0.0	1.0	P6_3mmc	0
1.732847	1.0	0.0	1.0	0.963626	1.0	1.0	2.0	1.979561	1.0	0.0	0.0	1.79215	0.0	0.0	2.0	1.022898	1.0	0.0	3.0	0.954072	2.0	0.0	1.0	P6_3mmc	0
1.733794	1.0	0.0	1.0	0.964148	1.0	1.0	2.0	1.980687	1.0	0.0	0.0	1.793	0.0	0.0	2.0	1.023409	1.0	0.0	3.0	0.954608	2.0	0.0	1.0	P6_3mmc	0
1.734083	1.0	0.0	1.0	0.964306	1.0	1.0	2.0	1.981033	1.0	0.0	0.0	1.79325	0.0	0.0	2.0	1.023561	1.0	0.0	3.0	0.954773	2.0	0.0	1.0	P6_3mmc	0
1.735818	1.0	0.0	1.0	0.96525	1.0	1.0	2.0	1.983198	1.0	0.0	0.0	1.7945	0.0	0.0	2.0	1.024383	1.0	0.0	3.0	0.95579	2.0	0.0	1.0	P6_3mmc	0
1.73747	1.0	0.0	1.0	0.966157	1.0	1.0	2.0	1.98519	1.0	0.0	0.0	1.7959	0.0	0.0	2.0	1.025243	1.0	0.0	3.0	0.956734	2.0	0.0	1.0	P6_3mmc	0
1.738128	1.0	0.0	1.0	0.96652	1.0	1.0	2.0	1.985969	1.0	0.0	0.0	1.7965	0.0	0.0	2.0	1.025602	1.0	0.0	3.0	0.957106	2.0	0.0	1.0	P6_3mmc	0
1.739966	1.0	0.0	1.0	0.967524	1.0	1.0	2.0	1.988221	1.0	0.0	0.0	1.79795	0.0	0.0	2.0	1.026519	1.0	0.0	3.0	0.958169	2.0	0.0	1.0	P6_3mmc	0
1.741756	1.0	0.0	1.0	0.968515	1.0	1.0	2.0	1.990299	1.0	0.0	0.0	1.7997	0.0	0.0	2.0	1.027538	1.0	0.0	3.0	0.959166	2.0	0.0	1.0	P6_3mmc	0
1.74268	1.0	0.0	1.0	0.969021	1.0	1.0	2.0	1.991425	1.0	0.0	0.0	1.80045	0.0	0.0	2.0	1.028007	1.0	0.0	3.0	0.959698	2.0	0.0	1.0	P6_3mmc	0
1.743639	1.0	0.0	1.0	0.969551	1.0	1.0	2.0	1.992551	1.0	0.0	0.0	1.80135	0.0	0.0	2.0	1.028538	1.0	0.0	3.0	0.960236	2.0	0.0	1.0	P6_3mmc	0
1.746123	1.0	0.0	1.0	0.97091	1.0	1.0	2.0	1.995582	1.0	0.0	0.0	1.80335	0.0	0.0	2.0	1.029793	1.0	0.0	3.0	0.961669	2.0	0.0	1.0	P6_3mmc	0
1.748585	1.0	0.0	1.0	0.972254	1.0	1.0	2.0	1.998613	1.0	0.0	0.0	1.80525	0.0	0.0	2.0	1.031006	1.0	0.0	3.0	0.963098	2.0	0.0	1.0	P6_3mmc	0
1.749589	1.0	0.0	1.0	0.972814	1.0	1.0	2.0	1.999739	1.0	0.0	0.0	1.80635	0.0	0.0	2.0	1.031621	1.0	0.0	3.0	0.963643	2.0	0.0	1.0	P6_3mmc	0
0.770783	2.0	0.0	3.0	1.753146	1.0	0.0	1.0	0.974772	1.0	1.0	2.0	2.003983	1.0	0.0	0.0	1.8095	0.0	0.0	2.0	1.033524	1.0	0.0	3.0	P6_3mmc	0
0.771019	2.0	0.0	3.0	1.753712	1.0	0.0	1.0	0.975082	1.0	1.0	2.0	2.004676	1.0	0.0	0.0	1.80995	0.0	0.0	2.0	1.033808	1.0	0.0	3.0	P6_3mmc	0
0.772279	2.0	0.0	3.0	1.756681	1.0	0.0	1.0	0.976714	1.0	1.0	2.0	2.008226	1.0	0.0	0.0	1.81255	0.0	0.0	2.0	1.035385	1.0	0.0	3.0	P6_3mmc	0
0.772393	2.0	0.0	3.0	1.756958	1.0	0.0	1.0	0.976865	1.0	1.0	2.0	2.008573	1.0	0.0	0.0	1.81275	0.0	0.0	2.0	1.035516	1.0	0.0	3.0	P6_3mmc	0
0.773031	2.0	0.0	3.0	1.759338	1.0	0.0	1.0	0.978023	1.0	1.0	2.0	2.01273	1.0	0.0	0.0	1.811	0.0	0.0	2.0	1.035349	1.0	0.0	3.0	P6_3mmc	0
0.773031	2.0	0.0	3.0	1.759338	1.0	0.0	1.0	0.978023	1.0	1.0	2.0	2.01273	1.0	0.0	0.0	1.811	0.0	0.0	2.0	1.035349	1.0	0.0	3.0	P6_3mmc	0
0.773249	2.0	0.0	3.0	1.75988	1.0	0.0	1.0	0.978316	1.0	1.0	2.0	2.013422	1.0	0.0	0.0	1.81135	0.0	0.0	2.0	1.03559	1.0	0.0	3.0	P6_3mmc	0
1.763505	1.0	0.0	1.0	0.774815	2.0	0.0	3.0	0.98032	1.0	1.0	2.0	2.017666	1.0	0.0	0.0	1.8148	0.0	0.0	2.0	1.037618	1.0	0.0	3.0	P6_3mmc	0
1.763632	1.0	0.0	1.0	0.774863	2.0	0.0	3.0	0.980388	1.0	1.0	2.0	2.017839	1.0	0.0	0.0	1.81485	0.0	0.0	2.0	1.037663	1.0	0.0	3.0	P6_3mmc	0
1.763598	1.0	0.0	1.0	0.774836	2.0	0.0	3.0	0.980364	1.0	1.0	2.0	2.017839	1.0	0.0	0.0	1.8147	0.0	0.0	2.0	1.0376	1.0	0.0	3.0	P6_3mmc	0
1.731229	1.0	0.0	1.0	0.963094	1.0	1.0	2.0	1.974538	1.0	0.0	0.0	1.8	0.0	0.0	2.0	1.025475	1.0	0.0	3.0	0.952114	2.0	0.0	1.0	P6_3mmc	0
1.704734	1.0	0.0	1.0	0.947605	1.0	1.0	2.0	1.950809	1.0	0.0	0.0	1.7532	0.0	0.0	2.0	1.00262	1.0	0.0	3.0	0.939722	2.0	0.0	1.0	P6_3mmc	0
1.700128	1.0	0.0	1.0	0.944661	1.0	1.0	2.0	1.948904	1.0	0.0	0.0	1.7388	0.0	0.0	2.0	0.996286	1.0	0.0	3.0	0.938311	2.0	0.0	1.0	P6_3mmc	0
1.679677	1.0	0.0	1.0	0.933557	1.0	1.0	2.0	1.923183	1.0	0.0	0.0	0.986748	1.0	0.0	3.0	0.926261	2.0	0.0	1.0	1.7244	0.0	0.0	2.0	P6_3mmc	0
2.574554	1.0	0.0	1.0	3.834587	1.0	0.0	0.0	2.2139	1.0	1.0	0.0	0.783298	3.0	1.0	3.0	1.678616	2.0	0.0	1.0	1.337599	2.0	1.0	1.0	P6_3mmc	0
2.537863	1.0	0.0	1.0	3.810858	1.0	0.0	0.0	0.773179	1.0	3.0	3.0	2.2002	1.0	1.0	0.0	1.662434	2.0	0.0	1.0	1.326384	2.0	1.0	1.0	P6_3mmc	0
2.528133	1.0	0.0	1.0	3.793105	1.0	0.0	0.0	2.18995	1.0	1.0	0.0	1.655277	2.0	0.0	1.0	1.320504	2.0	1.0	1.0	0.774195	3.0	2.0	2.0	P6_3mmc	0
2.526696	1.0	0.0	1.0	3.773359	1.0	0.0	0.0	2.17855	1.0	1.0	0.0	0.771506	3.0	2.0	2.0	1.649938	2.0	0.0	1.0	1.315292	2.0	1.0	1.0	P6_3mmc	0
2.524463	1.0	0.0	1.0	3.800985	1.0	0.0	0.0	2.1945	1.0	1.0	0.0	1.656204	2.0	0.0	1.0	1.321971	1.0	-1.0	1.0	0.787911	1.0	1.0	4.0	P6_3mmc	0
1.732545	1.0	0.0	1.0	0.963468	1.0	1.0	2.0	1.979128	1.0	0.0	0.0	1.7921	0.0	0.0	2.0	1.022817	1.0	0.0	3.0	0.953876	2.0	0.0	1.0	P6_3mmc	0
3.280247	1.0	1.0	0.0	0.7714	5.0	3.0	0.0	2.368753	2.0	1.0	1.0	2.273169	1.0	0.0	-1.0	1.868388	2.0	0.0	0.0	0.777873	6.0	4.0	3.0	R3m	7
3.268071	0.0	1.0	2.0	2.2665	1.0	1.0	0.0	2.357963	1.0	0.0	4.0	0.774155	2.0	1.0	13.0	1.862434	2.0	0.0	2.0	1.438944	1.0	2.0	2.0	R3m	7
3.270515	0.0	1.0	2.0	2.2675	1.0	1.0	0.0	2.36051	1.0	0.0	4.0	0.77506	2.0	1.0	13.0	1.863441	2.0	0.0	2.0	1.439665	1.0	2.0	2.0	R3m	7
3.280087	0.0	1.0	2.0	2.273	1.0	1.0	0.0	2.368702	1.0	0.0	4.0	0.77136	2.0	3.0	8.0	0.777862	2.0	1.0	13.0	1.868264	2.0	0.0	2.0	R3m	7
3.134717	1.0	0.0	1.0	3.928932	1.0	0.0	0.0	2.26837	1.0	1.0	0.0	1.709256	1.0	1.0	2.0	1.837693	2.0	0.0	1.0	1.427908	2.0	1.0	1.0	P6_3mmc	0
3.729266	1.0	0.0	1.0	5.91905	0.0	0.0	2.0	2.784343	1.0	0.0	3.0	0.77073	5.0	0.0	3.0	2.118341	1.0	1.0	2.0	3.273658	1.0	0.0	2.0	P6_3mmc	0
3.730313	1.0	0.0	1.0	5.9145	0.0	0.0	2.0	2.78383	1.0	0.0	3.0	0.771002	5.0	0.0	3.0	2.118864	1.0	1.0	2.0	3.273788	1.0	0.0	2.0	P6_3mmc	0
4.026388	1.0	0.0	1.0	2.526489	1.0	0.0	4.0	2.095474	0.0	2.0	1.0	4.189	0.0	0.0	3.0	1.430365	2.0	1.0	4.0	0.842163	3.0	0.0	12.0	R3m	7
5.0553	2.0	1.0	1.0	4.649497	1.0	1.0	-1.0	7.967809	1.0	1.0	1.0	4.268628	2.0	2.0	1.0	3.713634	2.0	2.0	0.0	4.511445	2.0	1.0	0.0	R3m	7
5.038978	1.0	0.0	4.0	7.9381	0.0	0.0	3.0	4.640041	0.0	2.0	1.0	0.77334	0.0	12.0	6.0	4.500019	1.0	1.0	3.0	4.254233	0.0	1.0	5.0	R3m	7
4.026388	1.0	0.0	1.0	2.526489	1.0	0.0	4.0	2.095474	0.0	2.0	1.0	4.189	0.0	0.0	3.0	1.430365	2.0	1.0	4.0	0.842163	3.0	0.0	12.0	R3m	7
8.805782	1.0	0.0	1.0	7.414926	0.0	1.0	2.0	7.936666	0.0	0.0	3.0	5.472	2.0	-1.0	0.0	4.505035	1.0	1.0	3.0	5.040793	1.0	0.0	4.0	R3m	7
4.034119	1.0	0.0	1.0	2.530044	1.0	0.0	4.0	2.099645	0.0	2.0	1.0	4.1935	0.0	0.0	3.0	1.432971	2.0	1.0	4.0	0.933096	3.0	2.0	4.0	R3m	7
5.040593	1.0	0.0	4.0	4.642895	0.0	2.0	1.0	7.939667	0.0	0.0	3.0	4.502232	1.0	1.0	3.0	0.773816	0.0	12.0	6.0	3.705516	0.0	2.0	4.0	R3m	7
2.374963	0.0	2.0	1.0	3.778584	0.0	1.0	2.0	2.562145	1.0	0.0	4.0	0.791654	0.0	6.0	3.0	4.0252	0.0	0.0	3.0	4.496209	1.0	0.0	1.0	R3m	7
2.34439	1.0	0.0	1.0	2.808825	0.0	0.0	2.0	1.515418	1.0	0.0	3.0	2.579777	1.0	0.0	0.0	0.792671	1.0	1.0	6.0	1.315877	1.0	1.0	2.0	P6_3mmc	0
2.339859	1.0	0.0	1.0	2.80345	0.0	0.0	2.0	1.512506	1.0	0.0	3.0	0.791148	1.0	1.0	6.0	2.57478	1.0	0.0	0.0	1.313335	1.0	1.0	2.0	P6_3mmc	0
3.047186	1.0	0.0	1.0	3.26	0.0	0.0	2.0	3.446781	1.0	0.0	0.0	1.698546	1.0	1.0	2.0	1.838391	1.0	0.0	3.0	1.99	1.0	1.0	0.0	P6_3mmc	0
3.097128	1.0	1.0	0.0	1.788128	2.0	1.0	1.0	0.799675	5.0	2.0	1.0	2.19	2.0	0.0	0.0	1.170604	3.0	2.0	1.0	0.774282	4.0	4.0	0.0	Im3m	8
3.226464	1.0	1.0	1.0	2.7942	2.0	0.0	0.0	1.684966	3.0	1.0	1.0	0.774972	6.0	4.0	0.0	1.975798	2.0	2.0	0.0	0.782533	7.0	1.0	1.0	Fm3m	4
3.167838	1.0	1.0	0.0	1.828952	2.0	1.0	1.0	2.24	2.0	0.0	0.0	0.817932	5.0	2.0	1.0	1.19733	3.0	2.0	1.0	1.4167	3.0	1.0	0.0	Im3m	8
3.219305	1.0	1.0	1.0	2.788	2.0	0.0	0.0	0.773252	6.0	4.0	0.0	1.681227	3.0	1.0	1.0	1.971414	2.0	2.0	0.0	0.780796	5.0	5.0	1.0	Fm3m	4
3.057061	1.0	0.0	1.0	3.25	0.0	0.0	2.0	3.464102	1.0	0.0	0.0	1.703317	1.0	1.0	2.0	1.836947	1.0	0.0	3.0	2.0	1.0	1.0	0.0	P6_3mmc	0
3.233739	1.0	1.0	1.0	2.8005	2.0	0.0	0.0	1.688765	3.0	1.0	1.0	1.980252	2.0	2.0	0.0	0.776719	6.0	4.0	0.0	0.784297	5.0	5.0	1.0	Fm3m	4
3.173495	1.0	1.0	0.0	1.832218	2.0	1.0	1.0	2.244	2.0	0.0	0.0	0.819393	5.0	2.0	1.0	1.199468	3.0	2.0	1.0	1.41923	3.0	1.0	0.0	Im3m	8
2.516593	1.0	1.0	0.0	1.452956	2.0	1.0	1.0	0.795817	4.0	2.0	0.0	0.951183	3.0	2.0	1.0	1.7795	2.0	0.0	0.0	0.838864	4.0	1.0	1.0	Im3m	8
0.770725	1.0	0.0	10.0	2.111239	1.0	0.0	1.0	2.059275	0.0	0.0	4.0	1.26105	1.0	1.0	0.0	1.929636	1.0	0.0	2.0	1.162324	1.0	0.0	6.0	P6_3mmc	0
0.770727	1.0	0.0	15.0	2.059286	1.0	0.0	2.0	2.150854	1.0	0.0	1.0	2.059283	0.0	0.0	6.0	1.26105	1.0	1.0	0.0	1.075427	1.0	1.0	6.0	P6_3mmc	0
0.770729	1.0	0.0	20.0	2.11124	1.0	0.0	2.0	2.029554	1.0	0.0	3.0	2.059288	0.0	0.0	8.0	1.26105	1.0	1.0	0.0	1.075427	1.0	1.0	-8.0	P6_3mmc	0
2.10175	1.0	0.0	4.0	2.059287	0.0	0.0	15.0	1.26105	1.0	1.0	0.0	0.779824	1.0	0.0	37.0	2.162683	0.0	1.0	2.0	1.075427	1.0	1.0	15.0	R3m	7
2.059286	0.0	0.0	21.0	2.059286	1.0	0.0	7.0	1.26105	1.0	1.0	0.0	2.117717	0.0	1.0	5.0	1.075427	1.0	1.0	21.0	2.025133	0.0	1.0	8.0	R3m	7
2.97982	1.0	1.0	1.0	2.5806	2.0	0.0	0.0	0.77808	6.0	2.0	2.0	1.55616	3.0	1.0	1.0	1.82476	2.0	2.0	0.0	0.787076	5.0	3.0	3.0	Fm3m	4
2.97982	1.0	1.0	1.0	2.5806	2.0	0.0	0.0	0.77808	6.0	2.0	2.0	1.55616	3.0	1.0	1.0	1.82476	2.0	2.0	0.0	0.787076	5.0	3.0	3.0	Fm3m	4
2.792542	1.0	0.0	1.0	2.98	0.0	0.0	2.0	0.778167	2.0	2.0	4.0	3.160993	1.0	0.0	0.0	1.556335	1.0	1.0	2.0	1.682043	1.0	0.0	3.0	P6_3mmc	0
4.013475	2.0	2.0	0.0	2.599601	5.0	0.0	-1.0	2.599601	0.0	5.0	1.0	6.48036	1.0	0.0	1.0	3.004622	1.0	2.0	2.0	3.004622	2.0	1.0	-2.0	R3m	7
4.009425	2.0	2.0	0.0	2.596906	5.0	0.0	-1.0	2.596906	-5.0	0.0	1.0	6.472707	1.0	0.0	1.0	3.001146	1.0	2.0	2.0	3.001146	2.0	1.0	-2.0	R3m	7
4.007475	2.0	2.0	0.0	2.59535	5.0	0.0	-1.0	2.59535	0.0	5.0	1.0	6.465026	1.0	0.0	1.0	2.997879	1.0	2.0	2.0	6.465026	0.0	1.0	-1.0	R3m	7
4.0051	2.0	2.0	0.0	2.593688	5.0	0.0	-1.0	2.593688	0.0	5.0	1.0	6.459275	1.0	0.0	1.0	2.995336	1.0	2.0	2.0	2.995336	2.0	1.0	-2.0	R3m	7
3.997775	2.0	2.0	0.0	2.588551	5.0	0.0	-1.0	2.588551	0.0	5.0	1.0	0.770768	5.0	6.0	8.0	0.770768	6.0	5.0	-8.0	2.987437	1.0	2.0	2.0	R3m	7
2.124649	1.0	1.0	1.0	1.84	2.0	0.0	0.0	0.822873	4.0	2.0	0.0	1.109562	3.0	1.0	1.0	0.84425	3.0	3.0	1.0	1.301077	2.0	2.0	0.0	Fm3m	4
2.08072	1.0	0.0	1.0	2.2135	0.0	0.0	2.0	2.357321	1.0	0.0	0.0	0.873469	2.0	1.0	1.0	1.159377	1.0	1.0	2.0	1.250804	1.0	0.0	3.0	P6_3mmc	0
0.770755	3.0	2.0	1.0	2.039225	1.0	1.0	0.0	1.177347	2.0	1.0	1.0	0.911969	3.0	1.0	0.0	1.44195	2.0	0.0	0.0	1.019613	2.0	2.0	0.0	Im3m	8
2.07419	1.0	0.0	1.0	2.205	0.0	0.0	2.0	2.350393	1.0	0.0	0.0	0.870871	2.0	1.0	1.0	1.155682	1.0	1.0	2.0	1.246318	1.0	0.0	3.0	P6_3mmc	0
0.77773	3.0	2.0	1.0	2.057681	1.0	1.0	0.0	1.188003	2.0	1.0	1.0	0.920223	3.0	1.0	0.0	1.455	2.0	0.0	0.0	1.02884	2.0	2.0	0.0	Im3m	8
1.754155	4.0	4.0	0.0	2.991897	3.0	1.0	1.0	0.784482	12.0	4.0	0.0	2.864523	2.0	2.0	2.0	1.909682	5.0	1.0	1.0	1.012762	8.0	4.0	4.0	Fm3m	4
3.396609	1.0	1.0	-2.0	3.056543	2.0	0.0	0.0	2.509557	0.0	2.0	2.0	4.817483	1.0	1.0	-1.0	4.759933	1.0	1.0	0.0	3.300009	0.0	2.0	1.0	C2c	2
3.192651	1.0	1.0	-2.0	2.974322	2.0	0.0	1.0	3.402266	2.0	0.0	-2.0	2.549675	2.0	2.0	-1.0	4.958204	1.0	1.0	0.0	2.709677	3.0	1.0	-1.0	C2m	1
1.754155	4.0	4.0	0.0	2.991897	3.0	1.0	1.0	0.784482	12.0	4.0	0.0	2.864523	2.0	2.0	2.0	1.909682	5.0	1.0	1.0	1.012762	8.0	4.0	4.0	Fm3m	4
1.754862	4.0	4.0	0.0	2.993103	3.0	1.0	1.0	0.784798	12.0	4.0	0.0	5.731356	1.0	1.0	1.0	1.01317	8.0	4.0	4.0	2.865678	2.0	2.0	2.0	Fm3m	4
4.659616	1.0	1.0	-1.0	3.246892	1.0	1.0	-2.0	3.016999	2.0	0.0	1.0	2.735396	3.0	1.0	-1.0	2.868671	0.0	2.0	1.0	2.54314	1.0	1.0	2.0	C2m	1
7.126	0.0	2.0	0.0	3.108023	2.0	2.0	2.0	3.453847	2.0	0.0	2.0	3.563	0.0	4.0	0.0	3.107294	2.0	2.0	-4.0	3.452847	2.0	0.0	-4.0	C2m	1
1.915837	1.0	0.0	1.0	0.804543	2.0	1.0	1.0	2.03495	0.0	0.0	2.0	0.790033	1.0	1.0	4.0	2.171472	1.0	0.0	0.0	1.067391	1.0	1.0	2.0	P6_3mmc	0
2.046245	1.0	1.0	1.0	1.7721	2.0	0.0	0.0	0.792507	4.0	2.0	0.0	0.813095	3.0	3.0	1.0	1.068616	3.0	1.0	1.0	1.253064	2.0	2.0	0.0	Fm3m	4
2.048439	1.0	1.0	1.0	1.774	2.0	0.0	0.0	0.793357	4.0	2.0	0.0	0.813967	3.0	3.0	1.0	1.069762	3.0	1.0	1.0	1.254407	2.0	2.0	0.0	Fm3m	4
1.915523	1.0	0.0	1.0	2.0343	0.0	0.0	2.0	0.789843	1.0	1.0	4.0	0.804441	2.0	1.0	1.0	2.171212	1.0	0.0	0.0	1.067204	1.0	1.0	2.0	P6_3mmc	0
1.924937	1.0	0.0	1.0	0.808283	2.0	1.0	1.0	2.0455	0.0	0.0	2.0	2.181518	1.0	0.0	0.0	0.793954	1.0	1.0	4.0	1.072493	1.0	1.0	2.0	P6_3mmc	0
0.770985	1.0	0.0	5.0	1.932607	1.0	0.0	1.0	0.810965	2.0	1.0	1.0	2.0595	0.0	0.0	2.0	2.188446	1.0	0.0	0.0	0.798227	1.0	1.0	4.0	P6_3mmc	0
0.770356	2.0	1.0	2.0	1.939731	1.0	0.0	1.0	0.774112	1.0	0.0	5.0	2.068	0.0	0.0	2.0	2.19624	1.0	0.0	0.0	0.801341	1.0	1.0	-4.0	P6_3mmc	0
2.05479	1.0	1.0	1.0	1.7795	2.0	0.0	0.0	0.795817	4.0	2.0	0.0	0.816491	3.0	3.0	1.0	1.073079	3.0	1.0	1.0	1.258297	2.0	2.0	0.0	Fm3m	4
2.062872	1.0	1.0	1.0	1.7865	2.0	0.0	0.0	0.798947	4.0	2.0	0.0	0.819702	3.0	3.0	1.0	1.0773	3.0	1.0	1.0	1.263246	2.0	2.0	0.0	Fm3m	4
2.066337	1.0	1.0	1.0	1.7895	2.0	0.0	0.0	0.800289	4.0	2.0	0.0	0.821079	3.0	3.0	1.0	1.079109	3.0	1.0	1.0	1.265368	2.0	2.0	0.0	Fm3m	4
2.07211	1.0	1.0	1.0	1.7945	2.0	0.0	0.0	0.802525	4.0	2.0	0.0	0.823373	3.0	3.0	1.0	1.082124	3.0	1.0	1.0	1.268903	2.0	2.0	0.0	Fm3m	4
2.079616	1.0	1.0	1.0	1.801	2.0	0.0	0.0	0.805432	4.0	2.0	0.0	1.086044	3.0	1.0	1.0	0.826355	3.0	3.0	1.0	1.273499	2.0	2.0	0.0	Fm3m	4
2.088276	1.0	1.0	1.0	1.8085	2.0	0.0	0.0	0.808786	4.0	2.0	0.0	1.090567	3.0	1.0	1.0	0.829797	3.0	3.0	1.0	1.278803	2.0	2.0	0.0	Fm3m	4
2.094627	1.0	1.0	1.0	1.814	2.0	0.0	0.0	0.811245	4.0	2.0	0.0	1.093883	3.0	1.0	1.0	0.83232	3.0	3.0	1.0	1.282692	2.0	2.0	0.0	Fm3m	4
2.103864	1.0	1.0	1.0	1.822	2.0	0.0	0.0	0.814823	4.0	2.0	0.0	1.098707	3.0	1.0	1.0	0.835991	3.0	3.0	1.0	1.288349	2.0	2.0	0.0	Fm3m	4
2.105596	1.0	1.0	1.0	1.8235	2.0	0.0	0.0	0.815494	4.0	2.0	0.0	1.099612	3.0	1.0	1.0	0.836679	3.0	3.0	1.0	1.289409	2.0	2.0	0.0	Fm3m	4
2.046187	1.0	1.0	1.0	1.77205	2.0	0.0	0.0	0.792485	4.0	2.0	0.0	0.813072	3.0	3.0	1.0	1.068586	3.0	1.0	1.0	1.253029	2.0	2.0	0.0	Fm3m	4
1.916656	1.0	0.0	1.0	0.804075	2.0	1.0	1.0	2.04465	0.0	0.0	2.0	0.792044	1.0	1.0	4.0	2.16974	1.0	0.0	0.0	1.068164	1.0	1.0	2.0	P6_3mmc	0
2.060448	1.0	1.0	1.0	1.7844	2.0	0.0	0.0	0.798008	4.0	2.0	0.0	0.818739	3.0	3.0	1.0	1.076034	3.0	1.0	1.0	1.261761	2.0	2.0	0.0	Fm3m	4
2.062295	1.0	1.0	1.0	1.786	2.0	0.0	0.0	0.798723	4.0	2.0	0.0	0.819473	3.0	3.0	1.0	1.076999	3.0	1.0	1.0	1.262893	2.0	2.0	0.0	Fm3m	4
2.062872	1.0	1.0	1.0	1.7865	2.0	0.0	0.0	0.798947	4.0	2.0	0.0	0.819702	3.0	3.0	1.0	1.0773	3.0	1.0	1.0	1.263246	2.0	2.0	0.0	Fm3m	4
2.064316	1.0	1.0	1.0	1.78775	2.0	0.0	0.0	0.799506	4.0	2.0	0.0	0.820276	3.0	3.0	1.0	1.078054	3.0	1.0	1.0	1.26413	2.0	2.0	0.0	Fm3m	4
2.065182	1.0	1.0	1.0	1.7885	2.0	0.0	0.0	0.799841	4.0	2.0	0.0	0.82062	3.0	3.0	1.0	1.078506	3.0	1.0	1.0	1.26466	2.0	2.0	0.0	Fm3m	4
2.06599	1.0	1.0	1.0	1.7892	2.0	0.0	0.0	0.800155	4.0	2.0	0.0	0.820941	3.0	3.0	1.0	1.078928	3.0	1.0	1.0	1.265155	2.0	2.0	0.0	Fm3m	4
2.068877	1.0	1.0	1.0	1.7917	2.0	0.0	0.0	0.801273	4.0	2.0	0.0	0.822088	3.0	3.0	1.0	1.080436	3.0	1.0	1.0	1.266923	2.0	2.0	0.0	Fm3m	4
2.068935	1.0	1.0	1.0	1.79175	2.0	0.0	0.0	0.801295	4.0	2.0	0.0	0.822111	3.0	3.0	1.0	1.080466	3.0	1.0	1.0	1.266959	2.0	2.0	0.0	Fm3m	4
