peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_code
2.96485	2.0	0.0	0.0	3.423514	1.0	1.0	1.0	2.096466	2.0	2.0	0.0	0.771981	7.0	3.0	1.0	1.787872	3.0	1.0	1.0	0.792389	6.0	4.0	2.0	3
2.96575	2.0	0.0	0.0	3.424553	1.0	1.0	1.0	2.097102	2.0	2.0	0.0	0.772216	7.0	3.0	1.0	1.788415	3.0	1.0	1.0	0.79263	6.0	4.0	2.0	3
0.772827	7.0	3.0	1.0	2.9681	2.0	0.0	0.0	3.427267	1.0	1.0	1.0	0.793258	6.0	4.0	2.0	2.098764	2.0	2.0	0.0	0.772827	5.0	5.0	3.0	3
2.927	2.0	0.0	0.0	0.782274	6.0	4.0	2.0	2.069702	2.0	2.0	0.0	1.308994	4.0	2.0	0.0	1.689904	2.0	2.0	2.0	1.194943	4.0	2.0	2.0	3
3.061688	1.0	1.0	1.0	2.6515	2.0	0.0	0.0	1.598915	3.0	1.0	1.0	1.874894	2.0	2.0	0.0	0.896371	5.0	3.0	1.0	0.799457	6.0	2.0	2.0	3
2.886174	1.0	1.0	1.0	2.4995	2.0	0.0	0.0	1.767413	2.0	2.0	0.0	1.507255	3.0	1.0	1.0	0.790411	6.0	2.0	0.0	0.844985	5.0	3.0	1.0	3
3.1085	2.0	0.0	0.0	2.198041	2.0	2.0	0.0	0.830782	6.0	4.0	2.0	1.390163	4.0	2.0	0.0	1.794693	2.0	2.0	2.0	1.26904	4.0	2.0	2.0	3
0.771182	6.0	4.0	2.0	2.8855	2.0	0.0	0.0	2.040357	2.0	2.0	0.0	1.290435	4.0	2.0	0.0	0.800294	6.0	4.0	0.0	1.665944	2.0	2.0	2.0	3
2.254963	2.0	2.0	0.0	3.68234	1.0	1.0	1.0	1.923039	3.0	1.0	1.0	1.301904	4.0	2.0	2.0	0.852296	6.0	4.0	2.0	1.463214	3.0	3.0	1.0	3
2.354579	1.0	1.0	1.0	0.78486	5.0	1.0	1.0	2.039125	2.0	0.0	0.0	1.229639	3.0	1.0	1.0	0.832469	4.0	2.0	2.0	1.441879	2.0	2.0	0.0	3
2.350047	1.0	1.0	1.0	0.783349	5.0	1.0	1.0	2.0352	2.0	0.0	0.0	1.227272	3.0	1.0	1.0	0.830867	4.0	2.0	2.0	1.439104	2.0	2.0	0.0	3
2.35097	1.0	1.0	1.0	0.783657	5.0	1.0	1.0	2.036	2.0	0.0	0.0	1.227754	3.0	1.0	1.0	0.831194	4.0	2.0	2.0	1.439669	2.0	2.0	0.0	3
2.36194	1.0	1.0	1.0	0.787313	5.0	1.0	1.0	2.0455	2.0	0.0	0.0	1.233483	3.0	1.0	1.0	1.446387	2.0	2.0	0.0	0.835072	4.0	2.0	2.0	3
2.365404	1.0	1.0	1.0	0.788468	5.0	1.0	1.0	2.0485	2.0	0.0	0.0	1.235292	3.0	1.0	1.0	1.448508	2.0	2.0	0.0	0.836297	4.0	2.0	2.0	3
2.368868	1.0	1.0	1.0	0.789623	5.0	1.0	1.0	2.0515	2.0	0.0	0.0	1.237101	3.0	1.0	1.0	1.45063	2.0	2.0	0.0	0.837521	4.0	2.0	2.0	3
2.37291	1.0	1.0	1.0	0.79097	5.0	1.0	1.0	2.055	2.0	0.0	0.0	1.239212	3.0	1.0	1.0	1.453104	2.0	2.0	0.0	0.83895	4.0	2.0	2.0	3
2.376951	1.0	1.0	1.0	0.792317	5.0	1.0	1.0	2.0585	2.0	0.0	0.0	1.241322	3.0	1.0	1.0	1.455579	2.0	2.0	0.0	0.840379	4.0	2.0	2.0	3
2.38157	1.0	1.0	1.0	0.793857	5.0	1.0	1.0	2.0625	2.0	0.0	0.0	1.243734	3.0	1.0	1.0	1.458408	2.0	2.0	0.0	0.842012	4.0	2.0	2.0	3
2.386766	1.0	1.0	1.0	2.067	2.0	0.0	0.0	0.795589	5.0	1.0	1.0	1.246448	3.0	1.0	1.0	1.46159	2.0	2.0	0.0	0.843849	4.0	2.0	2.0	3
2.390807	1.0	1.0	1.0	2.0705	2.0	0.0	0.0	0.796936	5.0	1.0	1.0	1.248558	3.0	1.0	1.0	1.464065	2.0	2.0	0.0	0.845278	4.0	2.0	2.0	3
2.393117	1.0	1.0	1.0	2.0725	2.0	0.0	0.0	0.797706	5.0	1.0	1.0	1.249765	3.0	1.0	1.0	1.465479	2.0	2.0	0.0	0.846095	4.0	2.0	2.0	3
2.349758	1.0	1.0	1.0	0.783253	5.0	1.0	1.0	2.03495	2.0	0.0	0.0	1.227121	3.0	1.0	1.0	0.830765	4.0	2.0	2.0	1.438927	2.0	2.0	0.0	3
2.346929	1.0	1.0	1.0	0.78231	5.0	1.0	1.0	2.0325	2.0	0.0	0.0	1.225644	3.0	1.0	1.0	0.829765	4.0	2.0	2.0	1.437195	2.0	2.0	0.0	3
2.351548	1.0	1.0	1.0	0.783849	5.0	1.0	1.0	2.0365	2.0	0.0	0.0	1.228056	3.0	1.0	1.0	0.831398	4.0	2.0	2.0	1.440023	2.0	2.0	0.0	3
2.00865	2.0	0.0	0.0	2.319389	1.0	1.0	1.0	1.42033	2.0	2.0	0.0	0.820028	4.0	2.0	2.0	0.77313	5.0	1.0	1.0	0.898296	4.0	2.0	0.0	3
2.014	2.0	0.0	0.0	2.325567	1.0	1.0	1.0	1.424113	2.0	2.0	0.0	0.822212	4.0	2.0	2.0	0.900688	4.0	2.0	0.0	0.775189	5.0	1.0	1.0	3
1.999344	2.0	2.0	0.0	1.154322	4.0	2.0	2.0	0.894134	6.0	2.0	0.0	1.41375	4.0	0.0	0.0	0.999672	4.0	4.0	0.0	0.816229	4.0	4.0	4.0	3
1.995455	2.0	2.0	0.0	1.152077	4.0	2.0	2.0	0.892395	6.0	2.0	0.0	1.411	4.0	0.0	0.0	0.997728	4.0	4.0	0.0	0.814641	4.0	4.0	4.0	3
2.001819	2.0	2.0	0.0	1.155751	4.0	2.0	2.0	0.895241	6.0	2.0	0.0	1.4155	4.0	0.0	0.0	1.00091	4.0	4.0	0.0	0.817239	4.0	4.0	4.0	3
2.004648	2.0	2.0	0.0	1.157384	4.0	2.0	2.0	0.896506	6.0	2.0	0.0	1.4175	4.0	0.0	0.0	1.002324	4.0	4.0	0.0	0.818394	4.0	4.0	4.0	3
3.435	2.0	0.0	0.0	2.428912	2.0	2.0	0.0	1.536179	4.0	2.0	0.0	1.983198	2.0	2.0	2.0	1.402333	4.0	2.0	2.0	0.788043	6.0	6.0	2.0	3
3.31	2.0	0.0	0.0	2.340523	2.0	2.0	0.0	0.780174	8.0	2.0	2.0	1.480277	4.0	2.0	0.0	1.911029	2.0	2.0	2.0	0.884635	6.0	4.0	2.0	3
2.0425	2.0	0.0	0.0	2.358476	1.0	1.0	1.0	1.444266	2.0	2.0	0.0	0.786159	5.0	1.0	1.0	1.231674	3.0	1.0	1.0	0.833847	4.0	2.0	2.0	3
3.13	2.0	0.0	0.0	2.213244	2.0	2.0	0.0	3.614213	1.0	1.0	1.0	1.399779	4.0	2.0	0.0	0.836528	6.0	4.0	2.0	1.807106	2.0	2.0	2.0	3
3.01	2.0	0.0	0.0	2.128391	2.0	2.0	0.0	0.804456	6.0	4.0	2.0	1.346113	4.0	2.0	0.0	1.737824	2.0	2.0	2.0	1.228827	4.0	2.0	2.0	3
3.46	2.0	0.0	0.0	2.446589	2.0	2.0	0.0	0.77368	8.0	4.0	0.0	1.547359	4.0	2.0	0.0	1.997632	2.0	2.0	2.0	1.412539	4.0	2.0	2.0	3
0.770325	8.0	4.0	0.0	3.445	2.0	0.0	0.0	2.435983	2.0	2.0	0.0	1.540651	4.0	2.0	0.0	3.977943	1.0	1.0	1.0	1.988972	2.0	2.0	2.0	3
6.194968	1.0	1.0	1.0	5.365	2.0	0.0	0.0	3.793628	2.0	2.0	0.0	3.235217	3.0	1.0	1.0	2.190252	4.0	2.0	2.0	1.788333	4.0	4.0	2.0	3
10.6905	2.0	0.0	0.0	3.086082	4.0	4.0	4.0	4.780937	4.0	2.0	0.0	3.5635	4.0	4.0	2.0	2.672625	8.0	0.0	0.0	1.611654	12.0	4.0	4.0	3
4.156345	1.0	1.0	1.0	3.5995	2.0	0.0	0.0	2.545231	2.0	2.0	0.0	2.17058	3.0	1.0	1.0	0.785475	8.0	4.0	2.0	1.609745	4.0	2.0	0.0	3
4.640742	1.0	1.0	1.0	2.841862	2.0	2.0	0.0	2.423548	3.0	1.0	1.0	0.788191	8.0	6.0	2.0	1.64075	4.0	2.0	2.0	0.777063	9.0	5.0	1.0	3
2.038217	3.0	1.0	1.0	3.38	2.0	0.0	0.0	3.902888	1.0	1.0	1.0	2.390021	2.0	2.0	0.0	1.951444	2.0	2.0	2.0	1.55085	3.0	3.0	1.0	3
3.249443	1.0	1.0	1.0	1.989869	2.0	2.0	0.0	2.8141	2.0	0.0	0.0	1.696966	3.0	1.0	1.0	1.291198	3.0	3.0	1.0	1.624721	2.0	2.0	2.0	3
3.323228	1.0	1.0	1.0	2.035053	2.0	2.0	0.0	1.735499	3.0	1.0	1.0	2.878	2.0	0.0	0.0	0.972942	5.0	3.0	1.0	1.320517	3.0	3.0	1.0	3
2.72665	2.0	0.0	0.0	1.928033	2.0	2.0	0.0	1.219395	4.0	2.0	0.0	1.574232	2.0	2.0	2.0	1.11315	4.0	2.0	2.0	0.822116	6.0	2.0	2.0	3
2.82005	2.0	0.0	0.0	1.994076	2.0	2.0	0.0	0.782141	6.0	4.0	0.0	1.261165	4.0	2.0	0.0	1.628157	2.0	2.0	2.0	1.151281	4.0	2.0	2.0	3
2.8265	2.0	0.0	0.0	1.998637	2.0	2.0	0.0	0.78393	6.0	4.0	0.0	1.264049	4.0	2.0	0.0	1.631881	2.0	2.0	2.0	1.153914	4.0	2.0	2.0	3
2.8425	2.0	0.0	0.0	2.009951	2.0	2.0	0.0	0.788368	6.0	4.0	0.0	1.271205	4.0	2.0	0.0	1.641118	2.0	2.0	2.0	1.160446	4.0	2.0	2.0	3
2.85355	2.0	0.0	0.0	2.017765	2.0	2.0	0.0	0.791432	6.0	4.0	0.0	1.276146	4.0	2.0	0.0	1.647498	2.0	2.0	2.0	1.164957	4.0	2.0	2.0	3
2.866	2.0	0.0	0.0	2.026568	2.0	2.0	0.0	0.794885	6.0	4.0	0.0	1.281714	4.0	2.0	0.0	1.654686	2.0	2.0	2.0	1.17004	4.0	2.0	2.0	3
2.8816	2.0	0.0	0.0	2.037599	2.0	2.0	0.0	1.288691	4.0	2.0	0.0	0.799212	6.0	4.0	0.0	1.663692	2.0	2.0	2.0	1.176408	4.0	2.0	2.0	3
0.773922	6.0	4.0	2.0	2.89575	2.0	0.0	0.0	2.047604	2.0	2.0	0.0	1.295019	4.0	2.0	0.0	0.803137	6.0	4.0	0.0	1.671862	2.0	2.0	2.0	3
2.79685	2.0	0.0	0.0	1.977672	2.0	2.0	0.0	0.775707	6.0	4.0	0.0	1.250789	4.0	2.0	0.0	1.614762	2.0	2.0	2.0	1.141809	4.0	2.0	2.0	3
2.7993	2.0	0.0	0.0	1.979404	2.0	2.0	0.0	0.776386	6.0	4.0	0.0	1.251885	4.0	2.0	0.0	1.616177	2.0	2.0	2.0	1.142809	4.0	2.0	2.0	3
2.80355	2.0	0.0	0.0	1.982409	2.0	2.0	0.0	0.777565	6.0	4.0	0.0	1.253786	4.0	2.0	0.0	1.61863	2.0	2.0	2.0	1.144544	4.0	2.0	2.0	3
2.8081	2.0	0.0	0.0	1.985627	2.0	2.0	0.0	0.778827	6.0	4.0	0.0	1.25582	4.0	2.0	0.0	1.621257	2.0	2.0	2.0	1.146402	4.0	2.0	2.0	3
2.81335	2.0	0.0	0.0	1.989339	2.0	2.0	0.0	0.780283	6.0	4.0	0.0	1.258168	4.0	2.0	0.0	1.624288	2.0	2.0	2.0	1.148545	4.0	2.0	2.0	3
2.81895	2.0	0.0	0.0	1.993299	2.0	2.0	0.0	0.781836	6.0	4.0	0.0	1.260673	4.0	2.0	0.0	1.627522	2.0	2.0	2.0	1.150831	4.0	2.0	2.0	3
2.82485	2.0	0.0	0.0	1.997471	2.0	2.0	0.0	0.783472	6.0	4.0	0.0	1.263311	4.0	2.0	0.0	1.630928	2.0	2.0	2.0	1.15324	4.0	2.0	2.0	3
2.8311	2.0	0.0	0.0	2.00189	2.0	2.0	0.0	0.785206	6.0	4.0	0.0	1.266106	4.0	2.0	0.0	1.634536	2.0	2.0	2.0	1.155792	4.0	2.0	2.0	3
2.8373	2.0	0.0	0.0	2.006274	2.0	2.0	0.0	0.786925	6.0	4.0	0.0	1.268879	4.0	2.0	0.0	1.638116	2.0	2.0	2.0	1.158323	4.0	2.0	2.0	3
2.84345	2.0	0.0	0.0	2.010623	2.0	2.0	0.0	0.788631	6.0	4.0	0.0	1.27163	4.0	2.0	0.0	1.641667	2.0	2.0	2.0	1.160834	4.0	2.0	2.0	3
2.84995	2.0	0.0	0.0	2.015219	2.0	2.0	0.0	0.790434	6.0	4.0	0.0	1.274536	4.0	2.0	0.0	1.645419	2.0	2.0	2.0	1.163487	4.0	2.0	2.0	3
2.85675	2.0	0.0	0.0	2.020027	2.0	2.0	0.0	0.79232	6.0	4.0	0.0	1.277577	4.0	2.0	0.0	1.649345	2.0	2.0	2.0	1.166263	4.0	2.0	2.0	3
2.86385	2.0	0.0	0.0	2.025048	2.0	2.0	0.0	0.794289	6.0	4.0	0.0	1.280753	4.0	2.0	0.0	1.653445	2.0	2.0	2.0	1.169162	4.0	2.0	2.0	3
2.87125	2.0	0.0	0.0	2.03028	2.0	2.0	0.0	1.284062	4.0	2.0	0.0	0.796341	6.0	4.0	0.0	1.657717	2.0	2.0	2.0	1.172183	4.0	2.0	2.0	3
2.87895	2.0	0.0	0.0	2.035725	2.0	2.0	0.0	1.287506	4.0	2.0	0.0	0.798477	6.0	4.0	0.0	1.662163	2.0	2.0	2.0	1.175326	4.0	2.0	2.0	3
0.77157	6.0	4.0	2.0	2.88695	2.0	0.0	0.0	2.041382	2.0	2.0	0.0	1.291083	4.0	2.0	0.0	0.800696	6.0	4.0	0.0	1.666781	2.0	2.0	2.0	3
0.773775	6.0	4.0	2.0	2.8952	2.0	0.0	0.0	2.047216	2.0	2.0	0.0	1.294773	4.0	2.0	0.0	0.802984	6.0	4.0	0.0	1.671545	2.0	2.0	2.0	3
0.776073	6.0	4.0	2.0	2.9038	2.0	0.0	0.0	2.053297	2.0	2.0	0.0	1.298619	4.0	2.0	0.0	1.67651	2.0	2.0	2.0	0.805369	6.0	4.0	0.0	3
2.91295	2.0	0.0	0.0	0.778519	6.0	4.0	2.0	2.059767	2.0	2.0	0.0	1.302711	4.0	2.0	0.0	1.681792	2.0	2.0	2.0	0.807907	6.0	4.0	0.0	3
2.92235	2.0	0.0	0.0	0.781031	6.0	4.0	2.0	2.066413	2.0	2.0	0.0	1.306915	4.0	2.0	0.0	1.68722	2.0	2.0	2.0	0.810514	6.0	4.0	0.0	3
2.81	2.0	0.0	0.0	1.98697	2.0	2.0	0.0	0.779354	6.0	4.0	0.0	1.25667	4.0	2.0	0.0	1.622354	2.0	2.0	2.0	1.147178	4.0	2.0	2.0	3
2.82028	2.0	0.0	0.0	1.994239	2.0	2.0	0.0	0.782205	6.0	4.0	0.0	1.261268	4.0	2.0	0.0	1.628289	2.0	2.0	2.0	1.151375	4.0	2.0	2.0	3
3.165034	1.0	1.0	1.0	2.741	2.0	0.0	0.0	1.652885	3.0	1.0	1.0	1.93818	2.0	2.0	0.0	0.926627	5.0	3.0	1.0	1.257657	3.0	3.0	1.0	3
3.160993	1.0	1.0	1.0	2.7375	2.0	0.0	0.0	1.650775	3.0	1.0	1.0	1.935705	2.0	2.0	0.0	0.925444	5.0	3.0	1.0	1.256051	3.0	3.0	1.0	3
3.165034	1.0	1.0	1.0	2.741	2.0	0.0	0.0	1.93818	2.0	2.0	0.0	1.652885	3.0	1.0	1.0	1.582517	2.0	2.0	2.0	1.257657	3.0	3.0	1.0	3
2.44912	1.0	1.0	1.0	2.121	2.0	0.0	0.0	1.499774	2.0	2.0	0.0	1.279011	3.0	1.0	1.0	0.973182	3.0	3.0	1.0	0.816373	5.0	1.0	1.0	3
2.573712	1.0	1.0	1.0	2.2289	2.0	0.0	0.0	1.57607	2.0	2.0	0.0	1.344077	3.0	1.0	1.0	0.788035	4.0	4.0	0.0	0.996794	4.0	2.0	0.0	3
0.771115	6.0	2.0	2.0	2.953146	1.0	1.0	1.0	1.808426	2.0	2.0	0.0	1.54223	3.0	1.0	1.0	0.78003	5.0	3.0	3.0	2.5575	2.0	0.0	0.0	3
3.19852	1.0	1.0	1.0	1.958686	2.0	2.0	0.0	0.775755	5.0	5.0	1.0	0.775755	7.0	1.0	1.0	1.670373	3.0	1.0	1.0	2.77	2.0	0.0	0.0	3
0.771182	6.0	4.0	2.0	2.8855	2.0	0.0	0.0	2.040357	2.0	2.0	0.0	1.290435	4.0	2.0	0.0	1.665944	2.0	2.0	2.0	0.800294	6.0	4.0	0.0	3
3.114	2.0	0.0	0.0	2.201931	2.0	2.0	0.0	0.832252	6.0	4.0	2.0	1.392623	4.0	2.0	0.0	1.797869	2.0	2.0	2.0	1.271285	4.0	2.0	2.0	3
2.982014	1.0	1.0	1.0	2.5825	2.0	0.0	0.0	1.557306	3.0	1.0	1.0	1.826103	2.0	2.0	0.0	0.778653	6.0	2.0	2.0	0.873044	5.0	3.0	1.0	3
0.770647	6.0	2.0	0.0	2.814005	1.0	1.0	1.0	2.437	2.0	0.0	0.0	1.723219	2.0	2.0	0.0	1.469566	3.0	1.0	1.0	0.823856	5.0	3.0	1.0	3
2.813	2.0	0.0	0.0	1.989091	2.0	2.0	0.0	3.248173	1.0	1.0	1.0	0.780186	6.0	4.0	0.0	1.696303	3.0	1.0	1.0	1.258012	4.0	2.0	0.0	3
3.065	2.0	0.0	0.0	2.167282	2.0	2.0	0.0	0.819156	6.0	4.0	2.0	1.37071	4.0	2.0	0.0	1.769579	2.0	2.0	2.0	1.251281	4.0	2.0	2.0	3
2.84	2.0	0.0	0.0	2.008183	2.0	2.0	0.0	0.787674	6.0	4.0	0.0	1.270087	4.0	2.0	0.0	1.639675	2.0	2.0	2.0	1.159425	4.0	2.0	2.0	3
2.7325	2.0	0.0	0.0	1.932169	2.0	2.0	0.0	3.155219	1.0	1.0	1.0	1.222011	4.0	2.0	0.0	1.64776	3.0	1.0	1.0	1.57761	2.0	2.0	2.0	3
3.0245	2.0	0.0	0.0	2.138644	2.0	2.0	0.0	0.808332	6.0	4.0	2.0	1.352597	4.0	2.0	0.0	1.746196	2.0	2.0	2.0	1.234747	4.0	2.0	2.0	3
3.464102	1.0	1.0	1.0	3.0	2.0	0.0	0.0	0.781133	7.0	3.0	1.0	1.809068	3.0	1.0	1.0	2.12132	2.0	2.0	0.0	0.801784	6.0	4.0	2.0	3
0.775058	12.0	8.0	4.0	3.348632	2.0	2.0	2.0	2.9	4.0	0.0	0.0	2.05061	4.0	4.0	0.0	1.748766	6.0	2.0	2.0	1.296919	8.0	4.0	0.0	3
6.102592	1.0	1.0	1.0	3.737059	2.0	2.0	0.0	5.285	2.0	0.0	0.0	2.157592	4.0	2.0	2.0	0.779231	12.0	6.0	2.0	2.6425	4.0	0.0	0.0	3
3.80777	2.0	2.0	0.0	2.198417	4.0	2.0	2.0	6.218063	1.0	1.0	1.0	2.6925	4.0	0.0	0.0	5.385	2.0	0.0	0.0	1.439202	6.0	4.0	2.0	3
3.793628	2.0	2.0	0.0	2.190252	4.0	2.0	2.0	1.433857	6.0	4.0	2.0	2.6825	4.0	0.0	0.0	1.696562	6.0	2.0	0.0	0.791026	12.0	6.0	2.0	3
1.956918	2.0	2.0	0.0	2.7675	2.0	0.0	0.0	1.129827	4.0	2.0	2.0	1.237664	4.0	2.0	0.0	0.87516	6.0	2.0	0.0	0.834433	6.0	2.0	2.0	3
1.956918	2.0	2.0	0.0	2.7675	2.0	0.0	0.0	1.129827	4.0	2.0	2.0	1.237664	4.0	2.0	0.0	0.87516	6.0	2.0	0.0	0.834433	6.0	2.0	2.0	3
2.216679	1.0	1.0	1.0	0.783714	4.0	2.0	2.0	1.9197	2.0	0.0	0.0	1.157623	3.0	1.0	1.0	0.858516	4.0	2.0	0.0	1.357433	2.0	2.0	0.0	3
2.211944	1.0	1.0	1.0	0.78204	4.0	2.0	2.0	1.9156	2.0	0.0	0.0	1.15515	3.0	1.0	1.0	0.856682	4.0	2.0	0.0	0.878938	3.0	3.0	1.0	3
2.073265	1.0	1.0	1.0	1.7955	2.0	0.0	0.0	0.802972	4.0	2.0	0.0	0.823832	3.0	3.0	1.0	1.082727	3.0	1.0	1.0	1.26961	2.0	2.0	0.0	3
2.100978	1.0	1.0	1.0	1.8195	2.0	0.0	0.0	0.813705	4.0	2.0	0.0	1.0972	3.0	1.0	1.0	0.834844	3.0	3.0	1.0	1.286581	2.0	2.0	0.0	3
2.100978	1.0	1.0	1.0	1.8195	2.0	0.0	0.0	0.813705	4.0	2.0	0.0	1.0972	3.0	1.0	1.0	0.834844	3.0	3.0	1.0	1.286581	2.0	2.0	0.0	3
2.10271	1.0	1.0	1.0	1.821	2.0	0.0	0.0	0.814376	4.0	2.0	0.0	1.098104	3.0	1.0	1.0	0.835532	3.0	3.0	1.0	1.287641	2.0	2.0	0.0	3
2.108483	1.0	1.0	1.0	1.826	2.0	0.0	0.0	0.816612	4.0	2.0	0.0	1.101119	3.0	1.0	1.0	0.837826	3.0	3.0	1.0	1.291177	2.0	2.0	0.0	3
2.114257	1.0	1.0	1.0	1.831	2.0	0.0	0.0	0.818848	4.0	2.0	0.0	1.104135	3.0	1.0	1.0	0.84012	3.0	3.0	1.0	1.294712	2.0	2.0	0.0	3
2.119453	1.0	1.0	1.0	1.8355	2.0	0.0	0.0	0.820861	4.0	2.0	0.0	1.106848	3.0	1.0	1.0	0.842185	3.0	3.0	1.0	1.297894	2.0	2.0	0.0	3
2.122917	1.0	1.0	1.0	1.8385	2.0	0.0	0.0	0.822202	4.0	2.0	0.0	1.108657	3.0	1.0	1.0	0.843562	3.0	3.0	1.0	1.300016	2.0	2.0	0.0	3
2.124072	1.0	1.0	1.0	1.8395	2.0	0.0	0.0	0.822649	4.0	2.0	0.0	1.10926	3.0	1.0	1.0	0.84402	3.0	3.0	1.0	1.300723	2.0	2.0	0.0	3
2.124072	1.0	1.0	1.0	1.8395	2.0	0.0	0.0	0.822649	4.0	2.0	0.0	1.10926	3.0	1.0	1.0	0.84402	3.0	3.0	1.0	1.300723	2.0	2.0	0.0	3
2.075574	1.0	1.0	1.0	1.7975	2.0	0.0	0.0	0.803866	4.0	2.0	0.0	0.82475	3.0	3.0	1.0	1.083933	3.0	1.0	1.0	1.271024	2.0	2.0	0.0	3
2.068646	1.0	1.0	1.0	1.7915	2.0	0.0	0.0	0.801183	4.0	2.0	0.0	0.821997	3.0	3.0	1.0	1.080315	3.0	1.0	1.0	1.266782	2.0	2.0	0.0	3
2.060563	1.0	1.0	1.0	1.7845	2.0	0.0	0.0	0.798053	4.0	2.0	0.0	0.818785	3.0	3.0	1.0	1.076094	3.0	1.0	1.0	1.261832	2.0	2.0	0.0	3
2.053635	1.0	1.0	1.0	0.795369	4.0	2.0	0.0	1.7785	2.0	0.0	0.0	0.816032	3.0	3.0	1.0	1.072476	3.0	1.0	1.0	1.257589	2.0	2.0	0.0	3
2.050171	1.0	1.0	1.0	0.794028	4.0	2.0	0.0	1.7755	2.0	0.0	0.0	0.814655	3.0	3.0	1.0	1.070667	3.0	1.0	1.0	1.255468	2.0	2.0	0.0	3
2.043243	1.0	1.0	1.0	0.791344	4.0	2.0	0.0	1.7695	2.0	0.0	0.0	0.811902	3.0	3.0	1.0	1.067049	3.0	1.0	1.0	1.251225	2.0	2.0	0.0	3
2.039778	1.0	1.0	1.0	0.790003	4.0	2.0	0.0	1.7665	2.0	0.0	0.0	0.810526	3.0	3.0	1.0	1.06524	3.0	1.0	1.0	1.249104	2.0	2.0	0.0	3
2.036314	1.0	1.0	1.0	0.788661	4.0	2.0	0.0	1.7635	2.0	0.0	0.0	0.809149	3.0	3.0	1.0	1.06343	3.0	1.0	1.0	1.246983	2.0	2.0	0.0	3
2.03285	1.0	1.0	1.0	0.78732	4.0	2.0	0.0	1.7605	2.0	0.0	0.0	0.807773	3.0	3.0	1.0	1.061621	3.0	1.0	1.0	1.244861	2.0	2.0	0.0	3
2.028809	1.0	1.0	1.0	0.785754	4.0	2.0	0.0	1.757	2.0	0.0	0.0	0.806167	3.0	3.0	1.0	1.059511	3.0	1.0	1.0	1.242387	2.0	2.0	0.0	3
2.025922	1.0	1.0	1.0	0.784636	4.0	2.0	0.0	1.7545	2.0	0.0	0.0	0.80502	3.0	3.0	1.0	1.058003	3.0	1.0	1.0	1.240619	2.0	2.0	0.0	3
2.023035	1.0	1.0	1.0	0.783518	4.0	2.0	0.0	1.752	2.0	0.0	0.0	0.803873	3.0	3.0	1.0	1.056496	3.0	1.0	1.0	1.238851	2.0	2.0	0.0	3
2.019571	1.0	1.0	1.0	0.782177	4.0	2.0	0.0	1.749	2.0	0.0	0.0	0.802496	3.0	3.0	1.0	1.054687	3.0	1.0	1.0	1.23673	2.0	2.0	0.0	3
2.017262	1.0	1.0	1.0	0.781282	4.0	2.0	0.0	1.747	2.0	0.0	0.0	0.801579	3.0	3.0	1.0	1.053481	3.0	1.0	1.0	1.235316	2.0	2.0	0.0	3
2.014952	1.0	1.0	1.0	0.780388	4.0	2.0	0.0	0.800661	3.0	3.0	1.0	1.745	2.0	0.0	0.0	1.052275	3.0	1.0	1.0	1.233901	2.0	2.0	0.0	3
2.012066	1.0	1.0	1.0	0.77927	4.0	2.0	0.0	0.799514	3.0	3.0	1.0	1.7425	2.0	0.0	0.0	1.050767	3.0	1.0	1.0	1.232134	2.0	2.0	0.0	3
2.009179	1.0	1.0	1.0	0.778152	4.0	2.0	0.0	0.798367	3.0	3.0	1.0	1.74	2.0	0.0	0.0	1.049259	3.0	1.0	1.0	1.230366	2.0	2.0	0.0	3
2.007447	1.0	1.0	1.0	0.777481	4.0	2.0	0.0	0.797679	3.0	3.0	1.0	1.7385	2.0	0.0	0.0	1.048355	3.0	1.0	1.0	1.229305	2.0	2.0	0.0	3
0.776586	4.0	2.0	0.0	2.005138	1.0	1.0	1.0	0.796761	3.0	3.0	1.0	1.7365	2.0	0.0	0.0	1.047149	3.0	1.0	1.0	1.227891	2.0	2.0	0.0	3
0.775468	4.0	2.0	0.0	2.002251	1.0	1.0	1.0	0.795614	3.0	3.0	1.0	1.734	2.0	0.0	0.0	1.045641	3.0	1.0	1.0	1.226123	2.0	2.0	0.0	3
2.075574	1.0	1.0	1.0	1.7975	2.0	0.0	0.0	0.803866	4.0	2.0	0.0	0.82475	3.0	3.0	1.0	1.083933	3.0	1.0	1.0	1.271024	2.0	2.0	0.0	3
2.068646	1.0	1.0	1.0	1.7915	2.0	0.0	0.0	0.801183	4.0	2.0	0.0	0.821997	3.0	3.0	1.0	1.080315	3.0	1.0	1.0	1.266782	2.0	2.0	0.0	3
2.060563	1.0	1.0	1.0	1.7845	2.0	0.0	0.0	0.798053	4.0	2.0	0.0	0.818785	3.0	3.0	1.0	1.076094	3.0	1.0	1.0	1.261832	2.0	2.0	0.0	3
2.053635	1.0	1.0	1.0	0.795369	4.0	2.0	0.0	1.7785	2.0	0.0	0.0	0.816032	3.0	3.0	1.0	1.072476	3.0	1.0	1.0	1.257589	2.0	2.0	0.0	3
