peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_code
2.933207	2.0	1.0	3.0	2.375	0.0	2.0	0.0	2.640652	1.0	1.0	4.0	2.822929	4.0	1.0	1.0	2.891715	4.0	1.0	0.0	3.011624	3.0	1.0	2.0	7
3.2212	2.0	2.0	2.0	3.585147	0.0	3.0	1.0	5.522528	1.0	0.0	2.0	4.585727	2.0	0.0	1.0	2.837041	2.0	2.0	3.0	3.944417	2.0	0.0	2.0	7
3.928933	4.0	2.0	2.0	2.736533	5.0	3.0	3.0	8.0265	0.0	0.0	2.0	4.505626	4.0	2.0	0.0	4.01325	0.0	0.0	4.0	2.252813	8.0	4.0	0.0	7
3.94775	0.0	8.0	0.0	3.394576	3.0	0.0	2.0	5.798599	2.0	0.0	1.0	3.263268	2.0	8.0	1.0	2.813991	5.0	0.0	1.0	2.573875	3.0	8.0	2.0	7
3.106091	2.0	1.0	1.0	2.984808	0.0	1.0	3.0	2.954	0.0	2.0	0.0	5.134081	0.0	1.0	1.0	3.487237	1.0	1.0	2.0	3.117913	2.0	0.0	2.0	7
3.457633	2.0	1.0	0.0	3.117176	2.0	1.0	1.0	2.866483	1.0	1.0	2.0	2.81185	0.0	2.0	0.0	3.60195	0.0	0.0	2.0	2.148866	1.0	2.0	2.0	7
2.824626	2.0	1.0	1.0	2.819801	1.0	1.0	3.0	2.746043	2.0	0.0	4.0	0.771295	9.0	3.0	1.0	2.669563	2.0	1.0	2.0	5.492086	1.0	0.0	2.0	7
3.260622	1.0	2.0	1.0	4.974903	2.0	0.0	1.0	4.74166	1.0	1.0	1.0	3.06068	4.0	1.0	1.0	3.064069	2.0	2.0	1.0	2.9377	1.0	1.0	2.0	7
4.285373	0.0	1.0	1.0	2.923103	2.0	1.0	0.0	3.6869	1.0	1.0	1.0	2.327894	1.0	1.0	3.0	3.327377	2.0	0.0	1.0	5.506174	1.0	0.0	1.0	7
4.251385	0.0	1.0	1.0	2.88816	2.0	1.0	0.0	3.652713	1.0	1.0	1.0	3.289356	2.0	0.0	1.0	2.316098	1.0	1.0	3.0	5.459044	1.0	0.0	1.0	7
3.44725	0.0	0.0	4.0	2.505478	1.0	2.0	3.0	2.741999	1.0	2.0	2.0	2.697833	3.0	0.0	1.0	3.180913	1.0	0.0	4.0	2.907142	0.0	2.0	2.0	7
3.451175	0.0	0.0	4.0	2.504172	1.0	2.0	3.0	2.739672	1.0	2.0	2.0	2.699554	3.0	0.0	1.0	3.184288	1.0	0.0	4.0	2.904148	0.0	2.0	2.0	7
3.17109	1.0	1.0	1.0	3.308664	1.0	0.0	4.0	7.789	0.0	0.0	2.0	2.189195	2.0	1.0	3.0	4.885433	1.0	0.0	2.0	3.057147	0.0	1.0	3.0	7
4.544576	1.0	1.0	1.0	9.3725	0.0	2.0	0.0	3.309657	2.0	1.0	1.0	4.082119	2.0	1.0	0.0	4.684329	1.0	0.0	1.0	3.362484	2.0	0.0	1.0	7
0.770322	5.0	9.0	6.0	5.639123	2.0	1.0	0.0	5.733254	0.0	1.0	1.0	2.481	0.0	4.0	0.0	2.819561	4.0	2.0	0.0	4.905143	2.0	0.0	1.0	7
3.013844	1.0	2.0	1.0	3.80517	1.0	1.0	1.0	3.304821	2.0	0.0	1.0	2.416029	2.0	3.0	0.0	3.116883	2.0	2.0	0.0	2.457943	3.0	1.0	1.0	7
7.166366	3.0	0.0	1.0	4.837457	3.0	0.0	2.0	2.449813	6.0	1.0	1.0	2.706906	9.0	0.0	2.0	2.8391	0.0	0.0	4.0	2.294856	6.0	1.0	2.0	7
2.776084	1.0	2.0	1.0	0.770322	6.0	0.0	4.0	0.770371	7.0	2.0	1.0	1.963807	2.0	0.0	2.0	2.776745	0.0	0.0	2.0	2.77774	2.0	0.0	0.0	7
2.773238	1.0	2.0	1.0	1.963407	2.0	0.0	2.0	0.770365	6.0	0.0	4.0	2.77431	0.0	0.0	2.0	2.77905	2.0	0.0	0.0	1.601542	1.0	2.0	3.0	7
3.180956	2.0	2.0	0.0	3.142973	0.0	2.0	2.0	1.944695	2.0	4.0	2.0	2.714617	2.0	0.0	2.0	0.770814	6.0	9.0	5.0	1.648837	4.0	2.0	2.0	7
2.613739	1.0	1.0	1.0	1.964749	2.0	1.0	1.0	2.551179	1.0	0.0	2.0	1.712484	0.0	1.0	3.0	0.775103	5.0	0.0	5.0	2.06971	1.0	1.0	2.0	7
2.613739	1.0	1.0	1.0	1.964749	2.0	1.0	1.0	1.712484	0.0	1.0	3.0	2.551179	1.0	0.0	2.0	1.937757	2.0	0.0	2.0	1.77	0.0	2.0	0.0	7
3.107889	3.0	0.0	1.0	3.091721	0.0	1.0	1.0	1.905515	3.0	1.0	2.0	1.87665	0.0	2.0	0.0	1.60649	3.0	2.0	1.0	1.613284	6.0	1.0	1.0	7
3.109552	3.0	0.0	1.0	3.092113	0.0	1.0	1.0	1.905989	3.0	1.0	2.0	0.770571	13.0	1.0	3.0	1.877	0.0	2.0	0.0	1.606939	3.0	2.0	1.0	7
3.398698	1.0	2.0	2.0	3.35558	1.0	0.0	4.0	4.465814	1.0	1.0	1.0	3.396526	0.0	2.0	4.0	3.452725	0.0	3.0	1.0	3.364095	0.0	1.0	5.0	7
3.64388	2.0	1.0	0.0	3.557473	1.0	1.0	2.0	3.387035	1.0	2.0	1.0	2.826864	0.0	1.0	3.0	2.747895	2.0	2.0	1.0	4.862737	1.0	1.0	1.0	7
2.610429	4.0	2.0	0.0	2.071689	2.0	3.0	4.0	3.0627	1.0	0.0	5.0	2.409321	1.0	2.0	5.0	2.865198	2.0	0.0	5.0	3.51175	4.0	0.0	0.0	7
2.644144	4.0	1.0	0.0	2.781399	0.0	1.0	3.0	3.513511	1.0	1.0	2.0	2.904	0.0	2.0	0.0	3.042136	3.0	0.0	2.0	2.100575	3.0	2.0	2.0	7
5.015574	1.0	0.0	1.0	2.951029	1.0	1.0	1.0	2.952688	4.0	0.0	1.0	3.243341	2.0	1.0	0.0	3.53675	4.0	0.0	0.0	3.017407	0.0	1.0	1.0	7
4.245513	1.0	0.0	1.0	2.290189	2.0	1.0	1.0	1.746436	2.0	1.0	2.0	2.226856	4.0	0.0	1.0	2.488952	1.0	1.0	1.0	1.479624	6.0	1.0	0.0	7
2.79656	2.0	2.0	1.0	2.784523	4.0	0.0	1.0	2.161598	2.0	2.0	2.0	4.31205	2.0	0.0	1.0	1.826784	6.0	2.0	0.0	1.672236	2.0	2.0	3.0	7
2.812289	2.0	2.0	1.0	2.793321	4.0	0.0	1.0	4.323728	2.0	0.0	1.0	2.170621	2.0	2.0	2.0	1.835068	6.0	2.0	0.0	1.677776	2.0	2.0	3.0	7
2.903062	1.0	1.0	2.0	5.73875	0.0	0.0	2.0	2.735766	2.0	1.0	1.0	7.041659	1.0	0.0	1.0	2.268397	2.0	1.0	3.0	2.34722	3.0	0.0	3.0	7
2.728858	1.0	2.0	1.0	1.931444	2.0	0.0	2.0	2.733	0.0	0.0	2.0	2.72995	2.0	0.0	0.0	1.5771	1.0	2.0	3.0	1.575927	3.0	2.0	1.0	7
2.723553	1.0	2.0	1.0	1.92759	2.0	0.0	2.0	2.72735	0.0	0.0	2.0	2.7247	2.0	0.0	0.0	1.573904	1.0	2.0	3.0	1.572885	3.0	2.0	1.0	7
2.126335	2.0	1.0	1.0	2.027162	1.0	1.0	5.0	2.036137	1.0	3.0	1.0	2.030514	1.0	2.0	4.0	2.12505	2.0	0.0	2.0	0.809825	4.0	3.0	9.0	7
2.669645	3.0	1.0	1.0	2.5908	1.0	2.0	1.0	1.819734	2.0	2.0	2.0	3.639467	1.0	1.0	1.0	2.93843	3.0	0.0	1.0	0.772724	2.0	2.0	6.0	7
2.969179	0.0	1.0	1.0	2.836623	2.0	1.0	0.0	2.410583	2.0	0.0	1.0	2.7604	0.0	2.0	0.0	1.815702	2.0	2.0	1.0	0.77228	2.0	3.0	4.0	7
3.23863	2.0	1.0	0.0	5.075697	0.0	1.0	1.0	2.59932	1.0	1.0	3.0	2.878215	1.0	0.0	3.0	2.659068	2.0	1.0	2.0	2.694762	1.0	2.0	1.0	7
3.172338	2.0	1.0	0.0	2.955176	1.0	0.0	3.0	2.642262	1.0	1.0	3.0	2.649901	2.0	1.0	2.0	5.032297	0.0	1.0	1.0	2.641382	1.0	2.0	1.0	7
1.892201	2.0	1.0	1.0	2.82336	0.0	1.0	1.0	1.974846	1.0	1.0	2.0	1.899417	2.0	0.0	2.0	2.469995	1.0	1.0	1.0	1.63932	0.0	1.0	3.0	7
11.129586	1.0	0.0	1.0	11.097946	0.0	1.0	1.0	9.947	0.0	2.0	0.0	10.039	2.0	0.0	0.0	3.84593	5.0	0.0	1.0	3.813564	0.0	5.0	1.0	7
11.146228	1.0	0.0	1.0	11.113546	0.0	1.0	1.0	9.959	0.0	2.0	0.0	10.054	2.0	0.0	0.0	3.851677	5.0	0.0	1.0	3.818254	0.0	5.0	1.0	7
11.170217	0.0	1.0	1.0	3.869849	5.0	0.0	1.0	3.832894	0.0	5.0	1.0	11.206459	1.0	0.0	1.0	9.9955	0.0	2.0	0.0	3.765709	1.0	5.0	1.0	7
5.265698	0.0	1.0	1.0	3.059217	2.0	0.0	2.0	3.706253	2.0	1.0	1.0	3.003143	2.0	2.0	0.0	1.853126	4.0	2.0	2.0	5.2175	2.0	0.0	0.0	7
5.041	0.0	2.0	0.0	7.1347	0.0	1.0	1.0	4.105307	1.0	1.0	2.0	3.188713	0.0	3.0	1.0	7.057642	1.0	0.0	1.0	3.127586	3.0	0.0	1.0	7
8.508	0.0	0.0	2.0	2.897297	0.0	1.0	5.0	4.429	1.0	1.0	1.0	2.7614	0.0	2.0	0.0	2.36191	3.0	1.0	2.0	3.077895	2.0	1.0	2.0	7
3.072405	1.0	2.0	2.0	2.432146	2.0	2.0	2.0	3.254077	1.0	0.0	4.0	2.077505	0.0	2.0	6.0	2.519334	2.0	0.0	4.0	2.785602	1.0	2.0	3.0	7
2.914826	1.0	1.0	3.0	3.26467	0.0	1.0	3.0	2.837546	1.0	0.0	6.0	3.236	2.0	0.0	0.0	1.907	0.0	2.0	0.0	9.4715	0.0	0.0	2.0	7
2.906541	1.0	1.0	3.0	2.824213	1.0	0.0	6.0	3.255082	0.0	1.0	3.0	3.228	2.0	0.0	0.0	3.805541	1.0	0.0	4.0	0.771402	1.0	4.0	14.0	7
2.905968	1.0	1.0	3.0	2.833377	1.0	0.0	6.0	3.25415	0.0	1.0	3.0	3.2285	2.0	0.0	0.0	3.815611	1.0	0.0	4.0	1.8995	0.0	2.0	0.0	7
2.929732	1.0	1.0	3.0	3.282149	0.0	1.0	3.0	3.2495	2.0	0.0	0.0	2.890069	1.0	0.0	6.0	9.68	0.0	0.0	2.0	1.906	0.0	2.0	0.0	7
3.032649	4.0	0.0	2.0	3.322294	2.0	4.0	1.0	3.16875	0.0	0.0	4.0	3.971	0.0	4.0	0.0	3.364998	0.0	4.0	2.0	0.770539	3.0	16.0	10.0	7
2.68149	1.0	3.0	3.0	2.622204	2.0	3.0	0.0	6.969	0.0	2.0	0.0	1.853888	3.0	0.0	3.0	2.125087	1.0	5.0	3.0	3.283602	1.0	0.0	3.0	7
6.377	0.0	0.0	2.0	3.7875	0.0	2.0	0.0	3.7795	2.0	0.0	0.0	3.256441	0.0	2.0	2.0	3.251352	2.0	0.0	2.0	2.675334	2.0	2.0	0.0	7
2.975786	1.0	2.0	1.0	3.037509	3.0	0.0	1.0	2.68185	0.0	0.0	2.0	3.120297	2.0	2.0	0.0	1.89	0.0	4.0	0.0	1.604718	3.0	4.0	1.0	7
2.87257	2.0	4.0	1.0	9.23905	0.0	2.0	0.0	3.409129	2.0	2.0	1.0	4.619525	0.0	4.0	0.0	4.435851	1.0	1.0	1.0	4.028937	2.0	3.0	0.0	7
2.841864	2.0	4.0	1.0	9.112	0.0	2.0	0.0	3.37698	2.0	2.0	1.0	4.556	0.0	4.0	0.0	4.39531	1.0	1.0	1.0	4.833736	0.0	1.0	1.0	7
2.979473	1.0	4.0	1.0	3.179807	0.0	2.0	4.0	3.058734	2.0	2.0	1.0	3.424609	1.0	2.0	3.0	2.805237	1.0	4.0	2.0	3.211142	1.0	0.0	4.0	7
3.454719	1.0	1.0	2.0	3.3325	0.0	0.0	4.0	1.946702	1.0	1.0	6.0	2.9	0.0	2.0	0.0	1.763368	1.0	3.0	2.0	2.815	2.0	0.0	0.0	7
3.448761	1.0	1.0	2.0	3.32375	0.0	0.0	4.0	1.942147	1.0	1.0	6.0	0.773813	4.0	6.0	4.0	2.8955	0.0	2.0	0.0	1.760552	1.0	3.0	2.0	7
2.913866	1.0	1.0	3.0	3.26603	0.0	1.0	3.0	2.842647	1.0	0.0	6.0	3.2255	2.0	0.0	0.0	9.5	0.0	0.0	2.0	2.294968	2.0	1.0	3.0	7
2.903743	1.0	1.0	3.0	2.825143	1.0	0.0	6.0	3.252692	0.0	1.0	3.0	3.222	2.0	0.0	0.0	3.805182	1.0	0.0	4.0	2.289072	2.0	1.0	3.0	7
0.770419	13.0	3.0	3.0	4.315282	0.0	1.0	1.0	4.505053	2.0	0.0	1.0	4.055193	1.0	1.0	1.0	3.489209	2.0	1.0	1.0	2.847698	1.0	1.0	2.0	7
3.633536	1.0	0.0	2.0	3.2569	0.0	2.0	0.0	3.213696	4.0	0.0	1.0	2.659968	5.0	0.0	1.0	2.961025	2.0	2.0	0.0	2.425238	1.0	2.0	2.0	7
2.807063	2.0	1.0	1.0	4.135383	1.0	0.0	3.0	5.501711	1.0	0.0	2.0	1.93652	3.0	1.0	4.0	2.245856	0.0	1.0	5.0	3.099222	1.0	1.0	2.0	7
3.275258	2.0	0.0	1.0	3.137	0.0	2.0	0.0	3.5394	0.0	0.0	2.0	5.111614	1.0	0.0	1.0	3.192083	1.0	0.0	2.0	0.770674	0.0	4.0	8.0	7
3.495265	1.0	1.0	1.0	3.02602	1.0	1.0	2.0	2.687385	0.0	1.0	3.0	2.764409	2.0	1.0	1.0	4.351658	1.0	0.0	2.0	3.664824	2.0	0.0	1.0	7
2.946213	0.0	1.0	3.0	2.741354	5.0	1.0	1.0	4.653528	2.0	1.0	0.0	3.132736	3.0	1.0	2.0	4.847354	3.0	0.0	1.0	4.956029	0.0	1.0	1.0	7
3.000867	4.0	2.0	1.0	0.770334	1.0	7.0	6.0	2.87025	0.0	0.0	2.0	2.942627	6.0	1.0	1.0	2.77425	8.0	0.0	0.0	4.449009	2.0	1.0	1.0	7
3.166102	6.0	2.0	0.0	2.88365	0.0	4.0	0.0	3.09548	1.0	2.0	2.0	3.012783	2.0	2.0	2.0	3.124597	0.0	2.0	2.0	3.1108	4.0	0.0	2.0	7
3.042649	1.0	1.0	2.0	4.794924	0.0	1.0	1.0	2.579091	1.0	2.0	1.0	2.825511	2.0	1.0	1.0	2.559158	1.0	0.0	3.0	3.4972	2.0	0.0	0.0	7
3.625164	2.0	1.0	0.0	3.508358	1.0	1.0	2.0	3.30794	1.0	2.0	1.0	2.706688	2.0	2.0	1.0	2.783863	0.0	1.0	3.0	2.054035	2.0	2.0	3.0	7
2.784768	1.0	2.0	1.0	0.771404	1.0	10.0	1.0	0.772054	4.0	8.0	2.0	0.772181	2.0	8.0	4.0	0.772759	3.0	6.0	5.0	0.773567	1.0	2.0	7.0	7
2.242931	4.0	4.0	1.0	1.711723	4.0	4.0	2.0	2.74621	3.0	3.0	1.0	2.476401	1.0	4.0	1.0	2.416519	7.0	1.0	1.0	2.236705	8.0	0.0	1.0	7
3.158161	2.0	4.0	1.0	2.849625	0.0	8.0	0.0	1.698688	2.0	12.0	1.0	1.962547	0.0	8.0	2.0	1.944195	4.0	8.0	0.0	2.7068	0.0	0.0	2.0	7
0.770297	2.0	14.0	20.0	13.61603	0.0	1.0	1.0	7.6755	2.0	0.0	0.0	6.686316	2.0	1.0	1.0	3.69383	4.0	1.0	1.0	4.905746	2.0	3.0	1.0	7
3.251057	2.0	1.0	0.0	5.18088	0.0	1.0	1.0	2.645602	1.0	1.0	3.0	2.927514	1.0	0.0	3.0	2.683473	2.0	1.0	2.0	2.329666	2.0	2.0	1.0	7
3.09078	2.0	0.0	2.0	6.181559	1.0	0.0	1.0	6.888459	0.0	1.0	1.0	2.216475	2.0	5.0	1.0	2.709994	2.0	4.0	0.0	2.901348	1.0	4.0	1.0	7
5.920838	2.0	1.0	0.0	5.83799	0.0	1.0	1.0	2.469734	4.0	0.0	2.0	2.72125	0.0	4.0	0.0	3.019468	4.0	1.0	1.0	3.528	4.0	0.0	0.0	7
5.156837	1.0	1.0	1.0	3.556924	0.0	1.0	3.0	3.5109	0.0	2.0	0.0	2.840359	3.0	1.0	1.0	3.780065	2.0	1.0	1.0	5.205182	1.0	0.0	2.0	7
4.0142	2.0	1.0	0.0	3.874573	1.0	2.0	1.0	2.869644	1.0	3.0	1.0	3.963444	1.0	1.0	2.0	4.775	0.0	2.0	0.0	3.14994	0.0	1.0	3.0	7
9.102	0.0	2.0	0.0	3.280594	1.0	4.0	1.0	3.104399	2.0	3.0	1.0	4.733287	1.0	0.0	1.0	4.044346	0.0	3.0	1.0	3.31663	2.0	4.0	0.0	7
9.14	0.0	2.0	0.0	3.28952	1.0	4.0	1.0	3.11284	2.0	3.0	1.0	4.052654	0.0	3.0	1.0	3.329699	2.0	4.0	0.0	4.738754	1.0	0.0	1.0	7
9.1665	0.0	2.0	0.0	3.114236	2.0	3.0	1.0	3.293162	1.0	4.0	1.0	4.055329	0.0	3.0	1.0	4.73492	1.0	0.0	1.0	3.33504	2.0	4.0	0.0	7
2.212906	2.0	1.0	1.0	2.885712	1.0	1.0	1.0	2.264003	1.0	1.0	2.0	2.794518	1.0	0.0	2.0	0.791991	5.0	2.0	5.0	1.850367	0.0	1.0	3.0	7
8.453399	0.0	1.0	1.0	3.220667	1.0	4.0	1.0	8.5305	0.0	2.0	0.0	2.79419	1.0	4.0	2.0	3.717539	1.0	3.0	1.0	3.10037	1.0	3.0	2.0	7
0.772216	3.0	2.0	7.0	2.189325	2.0	1.0	1.0	2.837541	1.0	1.0	1.0	1.886981	0.0	1.0	3.0	2.880288	1.0	0.0	2.0	2.20878	2.0	0.0	2.0	7
4.837192	1.0	0.0	1.0	3.042287	3.0	0.0	1.0	2.964941	1.0	2.0	1.0	3.7525	0.0	2.0	0.0	2.363201	3.0	2.0	1.0	2.689	0.0	0.0	2.0	7
3.045135	2.0	2.0	0.0	3.06011	0.0	2.0	2.0	2.730483	1.0	4.0	1.0	3.9177	1.0	2.0	1.0	2.435063	2.0	0.0	2.0	1.95885	2.0	4.0	2.0	7
3.042508	2.0	2.0	0.0	2.727213	1.0	4.0	1.0	3.054807	0.0	2.0	2.0	3.912736	1.0	2.0	1.0	2.431799	2.0	0.0	2.0	1.956368	2.0	4.0	2.0	7
3.040644	2.0	2.0	0.0	3.052665	0.0	2.0	2.0	2.726177	1.0	4.0	1.0	3.910485	1.0	2.0	1.0	2.429896	2.0	0.0	2.0	1.955243	2.0	4.0	2.0	7
3.043522	2.0	2.0	0.0	3.043522	0.0	2.0	2.0	2.725655	1.0	4.0	1.0	3.907441	1.0	2.0	1.0	2.426497	2.0	0.0	2.0	0.771346	5.0	14.0	1.0	7
1.624912	2.0	2.0	2.0	2.138912	2.0	2.0	1.0	2.620509	3.0	0.0	1.0	2.307333	1.0	2.0	1.0	3.249825	1.0	1.0	1.0	2.379112	3.0	1.0	1.0	7
3.06046	2.0	1.0	1.0	3.5575	0.0	0.0	2.0	3.390111	2.0	1.0	0.0	4.260152	0.0	1.0	1.0	2.6595	0.0	2.0	0.0	2.1016	4.0	0.0	1.0	7
3.035474	1.0	2.0	1.0	3.074643	3.0	0.0	1.0	2.789	0.0	0.0	2.0	3.147569	2.0	2.0	0.0	1.62519	3.0	4.0	1.0	1.746914	4.0	2.0	2.0	7
3.032914	1.0	2.0	1.0	3.071728	3.0	0.0	1.0	2.7855	0.0	0.0	2.0	0.771542	2.0	2.0	7.0	1.623994	3.0	4.0	1.0	3.145349	2.0	2.0	0.0	7
3.027399	1.0	2.0	1.0	3.070558	3.0	0.0	1.0	2.778	0.0	0.0	2.0	1.621833	3.0	4.0	1.0	3.14238	2.0	2.0	0.0	1.743223	4.0	2.0	2.0	7
3.037914	1.0	2.0	1.0	3.073126	3.0	0.0	1.0	2.792	0.0	0.0	2.0	1.626035	3.0	4.0	1.0	1.74716	4.0	2.0	2.0	3.148308	2.0	2.0	0.0	7
3.029299	1.0	2.0	1.0	3.069612	3.0	0.0	1.0	0.770459	2.0	2.0	7.0	2.7815	0.0	0.0	2.0	1.622306	3.0	4.0	1.0	1.743585	4.0	2.0	2.0	7
3.038444	1.0	2.0	1.0	3.064369	3.0	0.0	1.0	2.791985	0.0	0.0	2.0	3.8375	0.0	2.0	0.0	1.626257	3.0	4.0	1.0	1.744	4.0	2.0	2.0	7
3.035701	1.0	2.0	1.0	3.060811	3.0	0.0	1.0	2.787473	0.0	0.0	2.0	3.836	0.0	2.0	0.0	1.625268	3.0	4.0	1.0	0.771638	2.0	2.0	7.0	7
7.269513	1.0	1.0	1.0	0.770297	8.0	1.0	13.0	4.888904	2.0	2.0	0.0	3.066235	1.0	2.0	3.0	2.754258	5.0	2.0	1.0	3.0825	0.0	4.0	0.0	7
2.67668	1.0	4.0	1.0	2.71	2.0	0.0	0.0	1.946795	2.0	0.0	2.0	2.7985	0.0	0.0	2.0	1.842875	0.0	8.0	0.0	1.591215	1.0	4.0	3.0	7
2.674789	1.0	4.0	1.0	2.71	2.0	0.0	0.0	1.947131	2.0	0.0	2.0	2.7995	0.0	0.0	2.0	1.840125	0.0	8.0	0.0	1.591184	1.0	4.0	3.0	7
2.679887	1.0	4.0	1.0	2.71265	2.0	0.0	0.0	1.947945	2.0	0.0	2.0	2.799	0.0	0.0	2.0	1.846087	0.0	8.0	0.0	1.592071	1.0	4.0	3.0	7
2.679432	1.0	4.0	1.0	2.71355	2.0	0.0	0.0	1.948245	2.0	0.0	2.0	2.7989	0.0	0.0	2.0	1.845237	0.0	8.0	0.0	1.591939	1.0	4.0	3.0	7
2.664367	1.0	4.0	1.0	2.6978	2.0	0.0	0.0	1.937778	2.0	0.0	2.0	2.78515	0.0	0.0	2.0	1.83445	0.0	8.0	0.0	1.583719	1.0	4.0	3.0	7
2.654314	1.0	4.0	1.0	2.6872	2.0	0.0	0.0	1.930868	2.0	0.0	2.0	2.7763	0.0	0.0	2.0	1.827188	0.0	8.0	0.0	1.578354	1.0	4.0	3.0	7
2.644453	1.0	4.0	1.0	2.6761	2.0	0.0	0.0	1.923857	2.0	0.0	2.0	2.7677	0.0	0.0	2.0	1.57312	1.0	4.0	3.0	1.820263	0.0	8.0	0.0	7
2.640146	1.0	4.0	1.0	2.6711	2.0	0.0	0.0	1.920706	2.0	0.0	2.0	2.76385	0.0	0.0	2.0	1.570799	1.0	4.0	3.0	1.817312	0.0	8.0	0.0	7
2.630778	1.0	4.0	1.0	2.6623	2.0	0.0	0.0	1.914632	2.0	0.0	2.0	2.7555	0.0	0.0	2.0	1.56576	1.0	4.0	3.0	1.810238	0.0	8.0	0.0	7
2.622683	1.0	4.0	1.0	2.65175	2.0	0.0	0.0	1.908508	2.0	0.0	2.0	2.74895	0.0	0.0	2.0	1.56165	1.0	4.0	3.0	1.804862	0.0	8.0	0.0	7
2.66882	1.0	4.0	1.0	2.7021	2.0	0.0	0.0	1.943474	2.0	0.0	2.0	2.79735	0.0	0.0	2.0	7.34175	0.0	2.0	0.0	1.835438	0.0	8.0	0.0	7
2.655265	1.0	4.0	1.0	2.68845	2.0	0.0	0.0	1.934455	2.0	0.0	2.0	2.7856	0.0	0.0	2.0	7.3016	0.0	2.0	0.0	1.581966	1.0	4.0	3.0	7
2.644598	1.0	4.0	1.0	2.67745	2.0	0.0	0.0	1.927208	2.0	0.0	2.0	2.7762	0.0	0.0	2.0	7.2705	0.0	2.0	0.0	2.05165	1.0	6.0	1.0	7
2.630034	1.0	4.0	1.0	2.6623	2.0	0.0	0.0	1.917359	2.0	0.0	2.0	2.76365	0.0	0.0	2.0	7.2279	0.0	2.0	0.0	1.568588	1.0	4.0	3.0	7
2.61626	1.0	4.0	1.0	2.64765	2.0	0.0	0.0	1.907945	2.0	0.0	2.0	2.75185	0.0	0.0	2.0	7.18795	0.0	2.0	0.0	1.561351	1.0	4.0	3.0	7
3.049606	1.0	2.0	1.0	3.054847	3.0	0.0	1.0	2.797141	0.0	0.0	2.0	3.86115	0.0	2.0	0.0	1.631991	3.0	4.0	1.0	1.743029	4.0	2.0	2.0	7
10.48055	0.0	2.0	0.0	3.39217	0.0	2.0	2.0	3.621437	2.0	5.0	0.0	5.004115	0.0	3.0	1.0	2.467039	4.0	2.0	2.0	3.400044	4.0	2.0	0.0	7
10.504	0.0	2.0	0.0	4.482218	2.0	2.0	1.0	3.605332	2.0	5.0	0.0	3.319237	0.0	2.0	2.0	4.95609	2.0	0.0	1.0	4.949628	0.0	3.0	1.0	7
0.770331	10.0	3.0	6.0	2.757928	2.0	1.0	2.0	3.043684	1.0	1.0	2.0	3.546055	1.0	0.0	3.0	3.568064	3.0	0.0	1.0	5.042082	2.0	0.0	1.0	7
2.758872	2.0	1.0	2.0	3.044542	1.0	1.0	2.0	3.548839	1.0	0.0	3.0	3.570342	3.0	0.0	1.0	5.045395	2.0	0.0	1.0	2.674417	0.0	1.0	3.0	7
2.76275	2.0	1.0	2.0	3.049403	1.0	1.0	2.0	3.551592	1.0	0.0	3.0	3.572336	3.0	0.0	1.0	5.048351	2.0	0.0	1.0	2.678242	0.0	1.0	3.0	7
2.764305	2.0	1.0	2.0	3.050964	1.0	1.0	2.0	3.555008	1.0	0.0	3.0	3.575247	3.0	0.0	1.0	5.052558	2.0	0.0	1.0	2.679928	0.0	1.0	3.0	7
2.760881	2.0	1.0	2.0	3.047243	1.0	1.0	2.0	3.552546	1.0	0.0	3.0	3.570761	3.0	0.0	1.0	5.046577	2.0	0.0	1.0	2.67713	0.0	1.0	3.0	7
3.028205	1.0	1.0	2.0	2.737843	2.0	1.0	2.0	3.509274	3.0	0.0	1.0	3.507503	1.0	0.0	3.0	4.96255	2.0	0.0	1.0	2.657669	0.0	1.0	3.0	7
0.770355	11.0	3.0	3.0	0.770331	7.0	3.0	9.0	3.017831	1.0	1.0	2.0	2.727742	2.0	1.0	2.0	3.492388	3.0	0.0	1.0	3.492135	1.0	0.0	3.0	7
3.008004	1.0	1.0	2.0	2.716631	2.0	1.0	2.0	3.466297	3.0	0.0	1.0	3.472368	1.0	0.0	3.0	2.63849	0.0	1.0	3.0	1.901358	3.0	1.0	4.0	7
2.990328	1.0	1.0	2.0	2.697971	2.0	1.0	2.0	3.428153	3.0	0.0	1.0	3.440296	1.0	0.0	3.0	2.621411	0.0	1.0	3.0	1.885578	3.0	1.0	4.0	7
2.937823	1.0	1.0	2.0	2.645121	2.0	1.0	2.0	3.331911	3.0	0.0	1.0	3.350885	1.0	0.0	3.0	2.570788	0.0	1.0	3.0	1.841942	3.0	1.0	4.0	7
2.932875	1.0	1.0	2.0	2.640511	2.0	1.0	2.0	3.325146	3.0	0.0	1.0	3.343108	1.0	0.0	3.0	2.565997	0.0	1.0	3.0	1.83825	3.0	1.0	4.0	7
2.763458	2.0	1.0	2.0	3.050002	1.0	1.0	2.0	3.553489	1.0	0.0	3.0	3.574234	3.0	0.0	1.0	5.051034	2.0	0.0	1.0	1.941848	3.0	1.0	4.0	7
2.763523	2.0	1.0	2.0	3.050107	1.0	1.0	2.0	3.553338	1.0	0.0	3.0	3.574132	3.0	0.0	1.0	5.050882	2.0	0.0	1.0	2.679017	0.0	1.0	3.0	7
