   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
  10    0    1   0.895633    -4.448447    -2.369984      5.04039  118.64618    0.00292    2
  10    6   -3   0.895314    11.799477     2.259298      12.0138  118.71506    0.03320    4
   4   18    1   0.895171   110.988185     3.242853      111.036  118.74607    2.83720    4
   1   19   -2   0.895158    -7.600056    -0.712190      7.63335  118.74884    0.01341    4
   8    0   -5   0.895064    -9.673291    -3.525172      10.2956  118.76918    0.01220    2
   5   17    1   0.894205    52.868055     5.676884       53.172  118.95543    0.65287    4
   7    7    3   0.893114   -11.913913    -3.262397      12.3525  119.19337    0.03537    4
  10    2    1   0.891269    42.022356     4.438719      42.2561  119.59882    0.41678    4
   6    0    4   0.891149    71.968106    10.983808      72.8015  119.62537    0.61882    2
   8    2   -5   0.890708    13.532433     3.340269      13.9386  119.72297    0.04544    4
   4   10    4   0.890443    21.737193     2.565344       21.888  119.78166    0.11217    4
   8   14   -1   0.890236     0.091655    -1.459765      1.46264  119.82766    0.00050    4
   0   20    1   0.890091    12.928894     2.870648      13.2437  119.85980    0.04112    4
   9    3    2   0.890088     0.281300     0.624656     0.685073  119.86048    0.00011    4
   0   10    5   0.889899   -39.658797    -2.524780      39.7391  119.90264    0.37051    4
  11    1   -1   0.889622    -3.683600     0.507238      3.71836  119.96428    0.00325    4
  11    1   -2   0.889422   -28.054339    -0.848556      28.0672  120.00892    0.18516    4
   9   11    0   0.889146    28.007127     4.782563      28.4125  120.07041    0.18995    4
   1    9    5   0.888199    28.295310     3.989707      28.5752  120.28276    0.19283    4
   2   20    0   0.888015    18.650283    -1.947831      18.7517  120.32420    0.08310    4
   8   12    1   0.887755     6.324289     1.653886      6.53697  120.38262    0.01011    4
   1   15   -4   0.887252   -15.669422    -0.244943      15.6713  120.49622    0.05821    4
   3   11   -5   0.887137   -21.678690    -3.585899      21.9733  120.52228    0.11450    4
   1   17    3   0.887030    29.165339     3.601860      29.3869  120.54634    0.20488    4
   6    2    4   0.886849   -20.518517    -3.723181      20.8536  120.58736    0.10324    4
   3   19    1   0.886158   -14.459074    -0.435205      14.4656  120.74414    0.04982    4
   9    9    1   0.885879    37.261425     4.931103      37.5863  120.80773    0.33670    4
   6   14    2   0.885592    17.888052     3.065341      18.1488  120.87296    0.07859    4
   3   15   -4   0.885416    30.235448     2.925078      30.3766  120.91330    0.22033    4
   6   16    1   0.883356    28.541454     5.460594      29.0591  121.38637    0.20334    4
   9    7   -4   0.882840    29.574937     4.058459      29.8521  121.50582    0.21505    4
   7    7   -5   0.882365    67.748532     1.340493      67.7618  121.61601    1.11024    4
   2   20   -1   0.881950    19.155689     3.089158      19.4032  121.71260    0.09119    4
   1   11   -5   0.881775    -8.819233    -2.759398      9.24084  121.75340    0.02070    4
  11    3   -1   0.881128     8.856810    -1.013160      8.91457  121.90479    0.01932    4
   3    5    5   0.880977   105.751300     8.786223      106.116  121.94003    2.73884    4
  11    3   -2   0.880933    52.077317     3.412411       52.189  121.95034    0.66259    4
   1   19    2   0.880620   -18.659333    -2.364379      18.8085  122.02377    0.08618    4
   8   10   -4   0.879478    44.880935     3.467822      45.0147  122.29303    0.49606    4
   3    1   -6   0.879337    84.142073     5.194784      84.3023  122.32634    1.74089    4
   5   13    3   0.879271    15.567288     2.509481      15.7683  122.34199    0.06092    4
   8   14   -2   0.879251    21.331757     2.441019       21.471  122.34679    0.11297    4
   3   19   -2   0.878825   -24.706996    -1.498501      24.7524  122.44772    0.15042    4
  10    4    1   0.878548   -31.834025    -2.767482      31.9541  122.51347    0.25099    4
   8    4   -5   0.878011     6.511530    -1.590439      6.70295  122.64150    0.01107    4
   2    0   -6   0.877970   144.444332     9.746209      144.773  122.65116    2.58262    2
  10    8    0   0.876944   -70.909431    -2.317303      70.9473  122.89678    1.24621    4
   8    0    3   0.876862    -2.613182    -2.221201      3.42964  122.91654    0.00146    2
   2    8    5   0.876843    -9.532569    -0.899201      9.57489  122.92119    0.02271    4
  10    0   -4   0.876583    26.737503     5.482751      27.2939  122.98353    0.09237    2
   4    0   -6   0.875305    48.227672     6.006373      48.6003  123.29235    0.29459    2
   8   14    0   0.874835     7.428032     2.814390      7.94333  123.40654    0.01577    4
   6    4    4   0.874314     6.220496     1.279754      6.35077  123.53356    0.01011    4
   2    2   -6   0.873858   -14.333518    -3.112386      14.6675  123.64513    0.05403    4
   9    5    2   0.873313   -35.360376    -3.745098      35.5581  123.77880    0.31835    4
   8    2    3   0.872765    21.005122     3.807046      21.3473  123.91355    0.11504    4
  10    2   -4   0.872490    -4.167346    -3.306497      5.31975  123.98132    0.00715    4
   4    2   -6   0.871230   -16.659140    -3.328363      16.9884  124.29374    0.07340    4
   2   18   -3   0.871150    99.736953     1.742129      99.7522  124.31364    2.53163    4
   3    3   -6   0.871131   -27.261043    -1.026295      27.2804  124.31831    0.18936    4
   2   20    1   0.868037    20.128259     3.878812      20.4986  125.09674    0.10858    4
   9   11   -3   0.867465   -25.825819    -3.857222      26.1123  125.24248    0.17671    4
   1    1   -6   0.867260   -21.735435    -0.821689       21.751  125.29468    0.12274    4
   8   10    2   0.866418    32.588632     2.850557      32.7131  125.51038    0.27885    4
  10    8   -3   0.866069    -4.148662    -0.532470      4.18269  125.60024    0.00457    4
   0   18    3   0.865217   -20.574470    -4.207551      21.0003  125.82018    0.11565    4
  11    5   -1   0.864845    -6.705807     4.486540      8.06826  125.91666    0.01710    4
  11    5   -2   0.864661    22.193799    -1.412302      22.2387  125.96441    0.13007    4
   2   12   -5   0.864608    10.270317     2.163427      10.4957  125.97826    0.02898    4
   6   16   -3   0.864373    38.766772     6.193144      39.2583  126.03923    0.40597    4
   2   14    4   0.864085    -2.818683     1.721774      3.30295  126.11441    0.00288    4
  11    1    0   0.864025    69.935277     4.486771      70.0791  126.12992    1.29604    4
   7   15    1   0.863661   -36.750126    -2.914586      36.8655  126.22523    0.35937    4
   4    0    5   0.863479   -30.938090    -4.129928      31.2125  126.27267    0.12893    2
  11    1   -3   0.863476    23.197894     1.676095      23.2584  126.27365    0.14318    4
   5   11   -5   0.862745    -7.364570    -2.793912      7.87673  126.46567    0.01649    4
   5    9    4   0.862575    18.797792    -2.692310      18.9896  126.51050    0.09592    4
  10   10   -1   0.862292   -24.766779    -2.247747      24.8686  126.58507    0.16476    4
   5    1   -6   0.862145     1.246150     0.182995      1.25951  126.62381    0.00042    4
   2    4   -6   0.861858     3.720573     2.251202      4.34863  126.69973    0.00505    4
   6   10   -5   0.861045     3.467158    -0.149344      3.47037  126.91592    0.00323    4
   5   17   -3   0.860959   103.561357     8.842676      103.938  126.93879    2.89949    4
   8    4    3   0.860810   -15.412195    -2.502202       15.614  126.97850    0.06549    4
  10    4   -4   0.860547     3.538713     3.407401      4.91252  127.04890    0.00649    4
   7    9    3   0.860155    48.622024     5.215812       48.901  127.15373    0.64473    4
   1   15    4   0.859586    30.274298     3.605453      30.4882  127.30669    0.25143    4
   4    2    5   0.859566    -7.593961     1.524389      7.74545  127.31187    0.01623    4
   3   13    4   0.859555    51.799169     0.560832      51.8022  127.31487    0.72599    4
   1    3   -6   0.859385    33.314457     3.224829      33.4702  127.36072    0.30337    4
   4    4   -6   0.859337     9.939278     3.409143      10.5077  127.37360    0.02991    4
  10   10   -2   0.858802    15.587434     2.776704      15.8328  127.51834    0.06811    4
   7   15   -3   0.858754    17.164704    -0.290186      17.1672  127.53121    0.08010    4
   9   13   -1   0.858579    28.364357     3.125430       28.536  127.57874    0.22155    4
   2   16   -4   0.858520   -22.196530    -2.670970      22.3567  127.59453    0.13603    4
  10    6    1   0.858507    27.480519     3.639703      27.7205  127.59825    0.20915    4
   7   13    2   0.858501   -19.085016    -3.732904      19.4467  127.59965    0.10294    4
   8    6   -5   0.858005    10.030294     4.728883      11.0891  127.73454    0.03357    4
   6   14   -4   0.857359    12.684801     2.906929      13.0136  127.91089    0.04641    4
   1   21    0   0.857355    29.867620     3.381073      30.0584  127.91180    0.24758    4
   3    7    5   0.856896    30.293323    -0.131041      30.2936  128.03765    0.25216    4
  11    3    0   0.856237   -16.963924     0.027364      16.9639  128.21889    0.07939    4
   6   18   -1   0.855931    87.520242     2.697930      87.5618  128.30340    2.11893    4
  11    3   -3   0.855702   -17.408142    -2.771462      17.6274  128.36667    0.08599    4
   4   12   -5   0.855485    13.077504     2.183126      13.2585  128.42696    0.04871    4
   3    5   -6   0.855386    -2.685045    -2.743713      3.83894  128.45418    0.00409    4
   5   19   -1   0.855272   -11.781697    -0.592082      11.7966  128.48595    0.03861    4
   5   15   -4   0.854605   -10.805841     1.057186      10.8574  128.67176    0.03284    4
   6    6    4   0.854554    10.973141    -0.747312      10.9986  128.68575    0.03371    4
   6   12    3   0.854476     2.962023     1.462977      3.30362  128.70776    0.00304    4
   5    3   -6   0.854407    26.114258     2.664437      26.2498  128.72681    0.19221    4
   0   20    2   0.852177    -2.811763    -2.417763      3.70831  129.35540    0.00389    4
   0    0    6   0.851952    49.861029     8.800963      50.6318  129.41948    0.36310    2
   9   13   -2   0.851904    -2.086601    -0.345870      2.11507  129.43303    0.00127    4
   2   20   -2   0.851362   -54.578300    -7.117155      55.0404  129.58768    0.86142    4
   7   13   -4   0.851302     6.469391    -1.428324      6.62519  129.60486    0.01249    4
   5   19    0   0.851031    14.144397     0.253981      14.1467  129.68237    0.05703    4
   9    9   -4   0.850966     8.072906    -2.453958      8.43764  129.70108    0.02030    4
   7    9   -5   0.850541   -32.829100     0.654145      32.8356  129.82321    0.30821    4
   9    7    2   0.849838   -14.782932     1.994876      14.9169  130.02606    0.06390    4
   9    1   -5   0.849069    14.462619     1.681380        14.56  130.24919    0.06119    4
   4   18   -3   0.848825   -41.245925    -2.160923      41.3025  130.32037    0.49321    4
   1   21   -1   0.848702    33.101278     0.284262      33.1025  130.35633    0.31707    4
   6   18    0   0.848491    36.985645     4.805105      37.2965  130.41798    0.40308    4
   1   11    5   0.848193   -24.329272    -3.620962      24.5973  130.50498    0.17567    4
   0    2    6   0.848192   -22.277085    -3.630268      22.5709  130.50525    0.14792    4
   4    4    5   0.848139     0.945083    -1.331145      1.63252  130.52103    0.00077    4
   7   17   -1   0.847862   110.962759     7.087167      111.189  130.60235    3.59764    4
   0   16    4   0.846469   -33.114080    -4.042654      33.3599  131.01373    0.32695    4
   4   12    4   0.846411   -46.255081    -1.170511      46.2699  131.03099    0.62923    4
   9   11    1   0.846172   -24.328304    -3.622837      24.5966  131.10227    0.17811    4
   4   20   -1   0.845944    25.672761     3.828452      25.9567  131.17011    0.19866    4
   0   12    5   0.845944    14.463643     2.100530      14.6154  131.17024    0.06299    4
   4   20    0   0.844955   -57.833205    -6.346987      58.1804  131.46636    1.00506    4
   6    0   -6   0.844707    69.063561    10.929815      69.9231  131.54118    0.72713    2
   8   14   -3   0.844614   -66.573312    -6.011766      66.8442  131.56927    1.32989    4
   1    5   -6   0.844258   -11.826081    -1.995361      11.9932  131.67692    0.04292    4
   4   18    2   0.843865    36.429791     4.756995      36.7391  131.79581    0.40390    4
   4   16   -4   0.843289   -21.710778    -4.451619      22.1625  131.97125    0.14759    4
   2    6   -6   0.842913   -13.210988    -1.880893      13.3442  132.08594    0.05365    4
   1   21    1   0.842423   -68.878126    -4.239279      69.0085  132.23625    1.44005    4
  11    7   -1   0.842029   -43.761692    -3.056780      43.8683  132.35759    0.58363    4
  10   10    0   0.842005    39.041258     2.830123      39.1437  132.36482    0.46477    4
   8    6    3   0.841932    50.793888     4.502809      50.9931  132.38728    0.78917    4
   2   10    5   0.841915    24.404181     1.055244       24.427  132.39257    0.18111    4
  11    7   -2   0.841859    33.866742     4.638082      34.1829  132.40993    0.35481    4
  10    6   -4   0.841686    18.944673    -0.566455      18.9531  132.46344    0.10922    4
   9    3   -5   0.841675    19.901838    -0.548061      19.9094  132.46677    0.12053    4
   9   13    0   0.841626   -30.500982    -3.983694        30.76  132.48207    0.28781    4
  11    5    0   0.841272   -39.519892    -3.756473       39.698  132.59144    0.48064    4
   6    2   -6   0.841043    -9.953815    -3.204972      10.4571  132.66283    0.03341    4
  11    5   -3   0.840765    64.104016     6.278138      64.4107  132.74919    1.27015    4
   4    6   -6   0.840554     1.105801    -1.156287      1.59994  132.81496    0.00078    4
   5   17    2   0.839962     5.791974    -0.411649      5.80658  133.00039    0.01039    4
   6   18   -2   0.839931    14.255929     3.503894      14.6802  133.00994    0.06640    4
   3   13   -5   0.839920   -20.998754     1.270686      21.0372  133.01336    0.13636    4
   5    5   -6   0.839537    -5.539811    -2.087742      5.92015  133.13395    0.01083    4
   3   19    2   0.839357    12.264663     0.360421        12.27  133.19076    0.04659    4
   3   17    3   0.838706    20.831630     4.563817      21.3257  133.39653    0.14145    4
   7   17    0   0.837560   -11.341394    -0.585185      11.3565  133.76195    0.04048    4
   0    4    6   0.837207    27.409255     2.367230      27.5113  133.87534    0.23821    4
   8   12   -4   0.836977   132.658400     6.258756      132.806  133.94921    5.56125    4
   8   14    1   0.836836   -45.375494    -5.843911      45.7503  133.99474    0.66072    4
   1   19   -3   0.836555    24.380078     2.165764      24.4761  134.08530    0.18954    4
   4   16    3   0.836503    27.460965     5.317274       27.971  134.10229    0.24763    4
   5   19   -2   0.836255    -8.399573    -1.738556      8.57761  134.18259    0.02333    4
   1   13   -5   0.835366    34.620779     3.330754      34.7806  134.47195    0.38645    4
   7   17   -2   0.835312    -0.083674    -0.434012     0.442004  134.48962    0.00006    4
   3    7   -6   0.833292   -17.180023     2.046751      17.3015  135.15657    0.09730    4
   2   18    3   0.832662    19.333306     2.115889      19.4487  135.36707    0.12362    4
  10    8    1   0.832621   -29.323469    -1.609289      29.3676  135.38102    0.28197    4
  10   10   -3   0.832364     9.399716     0.801362      9.43381  135.46712    0.02916    4
   8    8   -5   0.832163    14.476882    -0.419667       14.483  135.53483    0.06885    4
   8   16   -1   0.831778    42.909625     5.618156      43.2759  135.66469    0.61678    4
   7    1    4   0.831199    32.576251     3.243452      32.7373  135.86106    0.35476    4
   3   21    0   0.830800     5.478818     1.809873      5.77002  135.99724    0.01106    4
   6    4   -6   0.830329    -1.677701     1.030645      1.96899  136.15833    0.00129    4
   4    6    5   0.830065   144.302632     9.530507      144.617  136.24887    6.99320    4
   1    1    6   0.829264    69.046153     4.866586      69.2174  136.52557    1.61371    4
   3   19   -3   0.829034   -14.051698    -0.884534      14.0795  136.60523    0.06691    4
   6    8    4   0.829014   -63.931175    -2.719278       63.989  136.61220    1.38228    4
   3   21   -1   0.828767   -26.688083    -3.685449      26.9413  136.69793    0.24559    4
   6   16    2   0.827987   -19.018338    -3.134471      19.2749  136.97078    0.12662    4
   3    9    5   0.827660   -21.163362     1.235019      21.1994  137.08597    0.15364    4
   9    5   -5   0.827448   -33.772446     2.706790      33.8807  137.16048    0.39320    4
   2   20    2   0.826829   -62.855810    -6.047768      63.1461  137.37977    1.37389    4
   5   15    3   0.826244   -28.589690    -2.961127      28.7426  137.58821    0.28625    4
  10    0    2   0.826106   -44.685147     3.159103      44.7967  137.63766    0.34813    2
   1   17   -4   0.825874    17.099140    -0.025503      17.0992  137.72081    0.10167    4
   5   11    4   0.825793   -21.870435     4.356995      22.3002  137.74985    0.17307    4
   8   12    2   0.825697    24.559248     3.891068      24.8656  137.78437    0.21537    4
   4   20   -2   0.824602    17.778811    -1.668212      17.8569  138.18027    0.11228    4
   5   19    1   0.824525    17.684968     1.417079      17.7417  138.20829    0.11092    4
   3   17   -4   0.824393     0.544510    -0.257288     0.602236  138.25663    0.00013    4
   7    3    4   0.824258   -14.113427     0.646704      14.1282  138.30554    0.07052    4
   7   11    3   0.823669   -15.519381    -3.293204      15.8649  138.52129    0.08946    4
   9   13   -3   0.823168     2.810671     1.572189       3.2205  138.70602    0.00371    4
   1    7   -6   0.822993    35.977898     4.585203      36.2689  138.77065    0.47076    4
   8   16   -2   0.822797   -17.226416    -2.728841      17.4412  138.84325    0.10908    4
  10    2    2   0.822677   -12.616898    -2.900294       12.946  138.88777    0.06017    4
   1    3    6   0.822371   -28.798464    -0.753217      28.8083  139.00185    0.29892    4
  10   12   -1   0.822123    13.995093     1.834218      14.1148  139.09415    0.07194    4
   4   20    1   0.821864   -11.382425     1.819268      11.5269  139.19137    0.04811    4
   0   22    0   0.821727    94.618667     8.581516       95.007  139.24255    1.63649    2
   9    9    2   0.821294   -33.074981    -4.577151      33.3902  139.40543    0.40612    4
   6   12   -5   0.821042    17.940206     2.381372      18.0976  139.50065    0.11962    4
   7    1   -6   0.820385    24.377770     2.948365      24.5554  139.75021    0.22178    4
  11    7    0   0.820227    -2.735410     2.050936      3.41889  139.81046    0.00431    4
   0    6    6   0.819809    -0.004562    -0.838398     0.838411  139.97063    0.00026    4
  11    7   -3   0.819757     6.148720    -1.875735      6.42846  139.99052    0.01530    4
   6   18    1   0.819343  -112.434877    -6.183205      112.605  140.15005    4.71720    4
   8   16    0   0.819176   -11.093820    -3.192618      11.5441  140.21450    0.04967    4
   5   13   -5   0.819131    32.483580     3.847019      32.7106  140.23161    0.39899    4
  10   12   -2   0.819097    29.483174     1.800872      29.5381  140.24502    0.32547    4
   1   19    3   0.818890    -0.699475    -0.011987     0.699578  140.32501    0.00018    4
  11    1    1   0.818675     7.488520     0.572873       7.5104  140.40864    0.02114    4
   5    7   -6   0.818618    45.618891     4.427836      45.8333  140.43064    0.78781    4
   1   21   -2   0.818478    31.301663     3.582516       31.506  140.48551    0.37285    4
   2    8   -6   0.818373    17.348339    -0.006426      17.3483  140.52634    0.11318    4
  12    0   -2   0.818048   140.508329    10.483680      140.899  140.65318    3.74654    2
  11    1   -4   0.817896    31.481797     4.242987      31.7664  140.71294    0.38153    4
   5    1    5   0.817696    11.502610     1.225384      11.5677  140.79149    0.05071    4
   8    8    3   0.817475   -20.629384    -1.568795      20.6889  140.87861    0.16261    4
   2   14   -5   0.817363    25.158684    -1.071876      25.1815  140.92290    0.24121    4
  10    8   -4   0.817249    31.796109     1.517261      31.8323  140.96779    0.38596    4
   4    8   -6   0.816213    15.495436     1.185450      15.5407  141.38024    0.09311    4
   9   11   -4   0.815590    40.171966     5.541483      40.5524  141.63092    0.63867    4
  12    0   -1   0.815374    -8.185661    -2.372731      8.52261  141.71814    0.01414    2
   7   11   -5   0.815216   -20.848078    -3.428279      21.1281  141.78243    0.17414    4
  12    2   -2   0.814719   -34.299127    -3.941719      34.5249  141.98476    0.46781    4
  11    9   -1   0.814239    43.882933     4.679914      44.1318  142.18109    0.76886    4
  11    9   -2   0.814086    -5.957259    -2.374370        6.413  142.24418    0.01627    4
   7    3   -6   0.813710   -18.403435     0.153473      18.4041  142.39947    0.13459    4
   6    6   -6   0.813348     0.267941    -1.310460      1.33757  142.54958    0.00071    4
  10    4    2   0.812642    67.081788     4.777690      67.2517  142.84428    1.82151    4
  12    2   -1   0.812077    47.550304     4.625400      47.7747  143.08211    0.92591    4
  11    3    1   0.812041   -56.501658    -4.799735      56.7052  143.09752    1.30503    4
   3   21    1   0.811581     9.550587    -0.833485      9.58689  143.29253    0.03753    4
   0   22    1   0.811311    -3.582348    -2.780438      4.53476  143.40761    0.00843    4
  11    3   -4   0.811281   -17.232002    -0.927621       17.257  143.42066    0.12207    4
   5    3    5   0.811086    28.224513    -0.177938      28.2251  143.50414    0.32739    4
   7    5    4   0.810883   -36.725994    -3.650187      36.9069  143.59104    0.56128    4
   9    1    3   0.810424    -3.173734     0.226479       3.1818  143.78906    0.00420    4
   2   16    4   0.810329     7.207784    -2.890493      7.76576  143.82996    0.02504    4
   3   15    4   0.809821   -35.257296    -0.617944      35.2627  144.05098    0.51976    4
   2   22    0   0.809738    29.455671     5.335439       29.935  144.08709    0.37499    4
   4   14   -5   0.809642   -28.736443    -5.125880        29.19  144.12884    0.35703    4
   1    5    6   0.809086   -34.230764    -3.407996         34.4  144.37328    0.49967    4
   9   15   -1   0.809004     0.058568    -2.013294      2.01415  144.40937    0.00171    4
   7   15    2   0.808939    28.495180     3.027049      28.6555  144.43785    0.34743    4
   6   14    3   0.808787   -59.344794    -5.790615      59.6266  144.50523    1.50749    4
   9    7   -5   0.807399   -68.976403    -4.546101      69.1261  145.12574    2.06652    4
   1   21    2   0.807321    12.661179     1.749597      12.7815  145.16130    0.07073    4
   7   17    1   0.806747    39.999286     5.616265      40.3916  145.42206    0.71233    4
   1   13    5   0.806646    14.527087     2.525509       14.745  145.46800    0.09507    4
   4    8    5   0.806599    -4.809810    -0.823118      4.87973  145.48953    0.01042    4
   3    9   -6   0.806332   -75.231932    -6.377945      75.5018  145.61216    2.50432    4
   3   21   -2   0.805937    10.335720     2.777675      10.7025  145.79408    0.05062    4
  10    0   -5   0.805304    -8.365353    -2.654719      8.77648  146.08811    0.01718    2
   2   22   -1   0.805132   -43.301594    -3.258488       43.424  146.16824    0.84360    4
  12    4   -2   0.804968   -31.375099     1.212604      31.3985  146.24497    0.44217    4
   9   13    1   0.804907    23.860492     3.072885      24.0575  146.27383    0.25983    4
   6   16   -4   0.804774    16.180321    -1.620395      16.2613  146.33620    0.11896    4
  10   12    0   0.804486    89.092717     4.506687      89.2066  146.47239    3.59614    4
   2   12    5   0.804407    29.984466     2.762959      30.1115  146.50953    0.41024    4
   6   18   -3   0.804126   -54.241830    -3.224957      54.3376  146.64268    1.34185    4
   2    0    6   0.804112   -37.016590     3.981319      37.2301  146.64939    0.31503    2
   9    3    3   0.803987   -38.760679    -4.498582      39.0209  146.70933    0.69352    4
   1   17    4   0.803423    -3.868455    -0.237743      3.87575  146.97946    0.00690    4
   9   15   -2   0.803413   -17.640628    -0.527894      17.6485  146.98424    0.14318    4
   2   20   -3   0.803157    -7.014722     2.241227      7.36406  147.10748    0.02503    4
   7   15   -4   0.802908     1.954416     0.859108       2.1349  147.22830    0.00211    4
   7   17   -3   0.802743   -43.002462     1.082515      43.0161  147.30815    0.85997    4
  10   10    1   0.802541    29.686686     0.818290       29.698  147.40666    0.41127    4
  12    4   -1   0.802420   -32.451116    -2.651256      32.5592  147.46585    0.49533    4
   8   10   -5   0.802131    -4.734839    -0.423152      4.75371  147.60750    0.01061    4
  10    2   -5   0.802126     1.854908     1.635339      2.47286  147.60997    0.00287    4
   4   14    4   0.801938    32.464210     3.222782      32.6238  147.70273    0.50134    4
   0   14    5   0.801541   -96.240310    -6.950897       96.491  147.89966    4.41549    4
   2    2    6   0.800949    -7.711895    -2.707710      8.17343  148.19500    0.03201    4
   7    5   -6   0.800833   -33.360889    -3.013878      33.4968  148.25330    0.53868    4
  12    0   -3   0.800374    -4.118406    -3.058509      5.12989  148.48519    0.00637    2
   2   18   -4   0.799408    29.264931     4.298136      29.5789  148.98008    0.43090    4
   5   17   -4   0.799351   -16.169309    -0.665470       16.183  149.00942    0.12912    4
   6   10    4   0.799310    27.173656     2.847958      27.3225  149.03064    0.36833    4
  11    5    1   0.799242   126.798528     9.702669      127.169  149.06568    7.98912    4
  11    5   -4   0.798517    -9.427636    -2.581972      9.77481  149.44381    0.04784    4
   0   20    3   0.798500    25.289274     3.876076      25.5846  149.45285    0.32787    4
   5    5    5   0.798331    24.259640     3.824664      24.5593  149.54171    0.30309    4
   5   19   -3   0.798244    41.346062     2.739245      41.4367  149.58768    0.86423    4
  12    2   -3   0.797255   -34.106000     0.348978      34.1078  150.11529    0.59690    4
   0    8    6   0.797179   -34.552612    -1.284913      34.5765  150.15642    0.61434    4
   1    9   -6   0.796989    10.241835    -1.949409      10.4257  150.25873    0.05607    4
  10    6    2   0.796703    -7.788733    -1.702874      7.97271  150.41452    0.03298    4
  10   12   -3   0.796064     8.182745     1.956161      8.41332  150.76442    0.03720    4
   3   11    5   0.795003    -2.700922    -2.511919      3.68846  151.35688    0.00731    4
   9   15    0   0.794774    44.139040     3.467643       44.275  151.48645    1.05872    4
   2   22    1   0.794505    18.474877    -1.612307      18.5451  151.63946    0.18684    4
  11    9    0   0.794477   -26.291223    -4.671555       26.703  151.65574    0.38761    4
   8   16   -3   0.794206    49.277464     6.862770      49.7531  151.81104    1.35367    4
  11    9   -3   0.794049    15.041076     2.845580      15.3079  151.90100    0.12859    4
   8    0   -6   0.794022   -22.170647     3.112898      22.3881  151.91666    0.13761    2
   8   14   -4   0.793901    -6.983402     1.532930      7.14967  151.98695    0.02814    4
   3   15   -5   0.793338   -40.405512    -3.011373      40.5176  152.31481    0.91550    4
   5    9   -6   0.793014    13.385608    -2.279274      13.5783  152.50499    0.10359    4
  12    0    0   0.792929   -11.978097     3.826937      12.5746  152.55525    0.04451    2
  10    4   -5   0.792816   -12.200614    -1.907987      12.3489  152.62238    0.08608    4
   7    7    4   0.791987     0.519365     2.210931      2.27111  153.11916    0.00297    4
   2    4    6   0.791679    21.818622     3.616967      22.1164  153.30628    0.28375    4
   9    5    3   0.791559   111.277080     9.602064      111.691  153.37966    7.25822    4
   6    8   -6   0.791234   -67.856333    -2.820966      67.9149  153.57945    2.70555    4
   6   20   -1   0.791184   -14.914487     1.697277      15.0108  153.61054    0.13234    4
   8    2   -6   0.790976   -16.844289    -3.044985      17.1173  153.73908    0.17299    4
   1    7    6   0.790312    15.067053     2.339536      15.2476  154.15505    0.13965    4
  12    2    0   0.789896     6.898682    -2.409865      7.30748  154.41961    0.03243    4
   2   10   -6   0.789759    28.286524     2.849323      28.4297  154.50709    0.49268    4
   0   18    4   0.789651    19.124957     3.468942       19.437  154.57641    0.23097    4
   1   15   -5   0.789497     9.591511    -1.221097      9.66893  154.67618    0.05740    4
  12    6   -2   0.789468     9.525215    -0.329270       9.5309  154.69483    0.05581    4
   9   11    2   0.789357    61.175808     8.975598      61.8307  154.76667    2.35612    4
   8   10    3   0.788952    -5.193475     0.047753      5.19369  155.03048    0.01681    4
  10   10   -4   0.788749    23.922652     2.110126      24.0155  155.16399    0.36154    4
  12    4   -3   0.788111    19.873634    -1.072842      19.9026  155.58890    0.25293    4
   4   10   -6   0.787818    20.521726     2.210563      20.6404  155.78697    0.27441    4
   7   19   -1   0.787772    43.388539     2.088712      43.4388  155.81798    1.21705    4
   8   16    1   0.787728    54.794195     7.269269      55.2743  155.84779    1.97320    4
   5   21   -1   0.787656    -8.995845    -0.880617      9.03884  155.89735    0.05288    4
   5   13    4   0.787307   -53.556911    -4.018706      53.7075  156.13651    1.88696    4
   4   18   -4   0.787067    16.420428     3.598174        16.81  156.30196    0.18623    4
  12    6   -1   0.787064    -7.307139     2.503303      7.72404  156.30451    0.03932    4
   4   20   -3   0.785561    19.632999     3.038349      19.8667  157.37298    0.27321    4
   7   13    3   0.785465    19.913424     3.174683      20.1649  157.44287    0.28239    4
   6   20    0   0.785296   -19.154016    -3.825715      19.5323  157.56707    0.26651    4
   5   21    0   0.784340    44.520844     4.417592      44.7395  158.28313    1.44701    4
   8   14    2   0.784255    10.399069     1.417089      10.4952  158.34792    0.07988    4
   1   23    0   0.783332    22.432069     0.469858       22.437  159.06551    0.37827    4
  11   11   -1   0.783087   -29.053151    -3.685275      29.2859  159.26031    0.65082    4
  11   11   -2   0.782951    26.601994     4.366251      26.9579  159.36976    0.55454    4
   9    9   -5   0.782803    49.674884     5.007454      49.9266  159.48915    1.91368    4
   7    7   -6   0.782616    13.458128     2.843989      13.7553  159.64086    0.14640    4
   0   22    2   0.782290    16.802058     5.145056      17.5722  159.90864    0.24225    4
   8    4   -6   0.782045    52.278198     4.654301       52.485  160.11249    2.18436    4
   2   22   -2   0.781659    73.440771     8.117304       73.888  160.43728    4.40438    4
   4   20    2   0.781625    -5.569219    -3.978662      6.84441  160.46646    0.03785    4
   4   18    3   0.781542   -76.407452    -5.456866      76.6021  160.53758    4.75939    4
   5   19    2   0.781424   -50.064863    -3.261742       50.171  160.63868    2.05277    4
  10   14   -1   0.781191   -68.125075    -6.283598      68.4142  160.84018    3.85897    4
